,Blocking_patent,Blocking_action,Blocked_app
4081,6477160,103a,12850896
4082,6477160,103a,12850896
4083,6477160,103a,12850896
4084,6477160,103a,12850896
4085,7634296,103a,11483652
4086,7634296,103a,11537530
4087,7634296,103a,11537530
4088,7616610,103a,12796556
4089,7395048,103a,11642731
4090,7395048,103a,11642731
4091,7395048,103a,11642731
4092,7395048,103a,11642731
4093,7395048,103a,11642731
4094,6459892,102b,12160595
4095,6459892,103a,12160595
4096,5790607,103a,11305648
4097,5790607,103a,11305648
4098,6832259,103a,10651076
4099,6832259,103a,10651076
4100,6832259,103a,10651076
4101,6832259,103a,10651076
4102,6832259,103a,10651076
4103,6832259,103a,10651076
4104,6832259,103a,10651076
4105,6832259,103a,10651076
4106,6832259,103a,12058933
4107,6748195,103a,12146787
4108,6748195,103a,12146787
4109,6748195,102,12713780
4110,6748195,103a,11993053
4111,6252867,103a,09660093
4112,6690892,103a,12087336
4113,6690892,103a,13019571
4114,6690892,103,13019571
4115,7243072,103a,11673988
4116,7243072,103a,11673988
4117,7243072,103a,11673988
4118,7607022,103a,12575053
4119,7607022,103a,12447376
4120,7607022,103a,11794750
4121,7607022,103a,11794750
4122,7607022,103a,11794750
4123,7062556,103a,12559918
4124,7062556,103a,11317646
4125,7062556,103a,12391724
4126,7062556,102e,11174181
4127,6052563,103a,11926394
4128,6052563,103,11926394
4129,6052563,103a,11955455
4130,6052563,103a,10559959
4131,7024162,102b,12030866
4132,7024162,103a,12030866
4133,7024162,103a,12030866
4134,7024162,102b,12030866
4135,7024162,103a,12030866
4136,7024162,103a,12030866
4137,7024162,103a,12499774
4138,6128479,103a,12479568
4139,6128479,103a,12400702
4140,6128479,103a,12400702
4141,6128479,103a,12479568
4142,6624742,103a,10990875
4143,7451361,103a,12369504
4144,6430405,103a,12183043
4145,7215976,103a,11652563
4146,7215976,103a,11652563
4147,7215976,102b,12365174
4148,7215976,103a,11472205
4149,7215976,103a,12492902
4150,7215976,112,12821745
4151,7215976,103a,13107546
4152,7215976,103a,13107546
4153,7215976,103a,13107546
4154,7215976,103,13107546
4155,7215976,103,13042917
4156,7508842,102e,11853704
4157,7508842,119,13336289
4158,7508842,103a,12281759
4159,7508842,103a,12281759
4160,7508842,103a,12281759
4161,7508842,103a,12281759
4162,6054843,103a,13049402
4163,7130610,103a,13424906
4164,7130610,103a,13424906
4165,7130610,103a,13237615
4166,7130610,103a,13237615
4167,6144651,103a,11857333
4168,6144651,103a,11857333
4169,6337983,101,12651593
4170,7756097,103a,13448788
4171,7756097,103a,12898373
4172,7756097,103a,13448788
4173,7756097,103a,12898373
4174,7260394,103a,12077817
4175,7260394,103a,13110835
4176,7626365,102b,13004037
4177,6915530,103a,12133597
4178,6915530,103a,12133597
4179,6915530,103a,12133597
4180,6915530,103a,12133597
4181,6915530,103a,12133597
4182,6915530,103a,12133597
4183,6915530,103a,12133597
4184,6915530,103a,12133597
4185,6915530,103a,12133597
4186,6915530,103a,12133597
4187,6915530,103a,12133597
4188,6915530,103a,12133597
4189,6915530,103a,12133597
4190,6915530,103a,12133597
4191,6915530,103a,12133597
4192,6915530,103a,12704833
4193,6915530,103a,12133597
4194,6915530,103a,12133597
4195,6915530,103a,12133597
4196,6915530,103a,12133597
4197,6915530,103a,12133597
4198,6915530,103a,12133597
4199,6915530,103a,12133597
4200,6915530,103a,12133597
4201,6915530,103a,12133597
4202,6915530,103a,12133597
4203,6915530,103a,12133597
4204,6915530,103a,12133597
4205,6915530,103a,12133597
4206,6915530,103a,12133597
4207,6021332,103a,12954460
4208,5924044,102b,11582522
4209,6160545,103a,12358643
4210,6160545,103a,12072130
4211,6160545,103a,12358643
4212,6160545,103a,12358643
4213,6160545,103a,12072130
4214,5898696,103a,12748094
4215,7561553,103a,11702525
4216,7561553,103a,12090854
4217,7561553,103a,12090854
4218,6895238,103a,11276896
4219,6895238,103a,11620148
4220,6895238,103a,11620148
4221,6895238,103a,11744568
4222,6895238,103a,11276896
4223,7970350,103a,12558960
4224,7970350,102e,12723046
4225,7970350,103a,13439788
4226,6801642,102b,12189401
4227,6801642,103a,12189401
4228,6801642,102b,12055864
4229,6801642,103a,12189401
4230,6801642,103a,12189401
4231,6801642,103a,12189401
4232,6801642,103a,12055864
4233,6801642,102,12194524
4234,6801642,102a,12418884
4235,7065206,103a,12165590
4236,6782208,102,11940775
4237,6782208,103a,11940775
4238,6782208,103a,13246204
4239,6782208,103a,13246204
4240,6441786,103a,10781951
4241,6441786,103a,10794918
4242,6441786,103a,10794918
4243,6441786,102b,13562507
4244,6441786,103a,13562507
4245,7233280,102b,12954586
4246,7233280,103a,12954586
4247,7233280,103a,12829310
4248,6925438,103a,12850787
4249,7834853,102,12814034
4250,5987327,103a,11864950
4251,5987327,103a,11864950
4252,5987327,103a,08991281
4253,7564908,103a,12066347
4254,6138010,103a,11620577
4255,8285322,103a,13258141
4256,7254405,103,11359154
4257,7254405,103a,11359154
4258,7254405,101,13572952
4259,5930756,103a,12388350
4260,5930756,103a,12388350
4261,6151318,103a,11563641
4262,6151318,103a,11563645
4263,6151318,103a,11563645
4264,6151318,103a,11563645
4265,6151318,103a,11563645
4266,6151318,103a,11563645
4267,6151318,103a,11563645
4268,7236858,103a,11249594
4269,7590100,102e,12177656
4270,7590100,103a,12151627
4271,7590100,103a,12151627
4272,7590100,103a,12151627
4273,7590100,103a,12151627
4274,7000173,103a,11661006
4275,7000173,103a,11661006
4276,7000173,103a,11661006
4277,7069027,103a,11563480
4278,7069027,103a,11563480
4279,7069027,103a,11563480
4280,7069027,103a,10559959
4281,7069027,103a,11563480
4282,7069027,103a,11563480
4283,7069027,103a,11563480
4284,7069027,103a,11563480
4285,7457588,103a,11544498
4286,7457588,103a,12063016
4287,7457588,103a,11997710
4288,7457588,103a,12921053
4289,7457588,103a,11544498
4290,7457588,103a,11677091
4291,7457588,102e,12934742
4292,7457588,119a,13217153
4293,7792544,103a,12819395
4294,6993327,103a,11701590
4295,6993327,103a,12471399
4296,6993327,103a,11925702
4297,7707406,103a,12368511
4298,7707406,103a,12368511
4299,7707406,103a,12368511
4300,7707406,103a,12368511
4301,7707406,103a,12368511
4302,7707406,103a,12368511
4303,7707406,103a,12368511
4304,7707406,103a,12368511
4305,7707406,103a,12368511
4306,7707406,103a,12368511
4307,7707406,103a,12368511
4308,7707406,103a,12368511
4309,7707406,103a,12368511
4310,7707406,103a,12368511
4311,7707406,103a,12368511
4312,7707406,103a,12368511
4313,7707406,103a,12368511
4314,7707406,103a,12368511
4315,7707406,103a,12368511
4316,7689239,103a,12900847
4317,7689239,103a,12900847
4318,6834075,103a,11914838
4319,6757269,103a,12148377
4320,6757269,103a,12148377
4321,6757269,103a,12148377
4322,6757269,103a,12148377
4323,6757269,103a,12422053
4324,6757269,102b,12807549
4325,6757269,103a,12807549
4326,6842170,102,12106418
4327,6842170,103a,11518756
4328,6842170,102e,12100978
4329,6842170,103a,12106418
4330,6842170,102b,12122666
4331,6842170,103a,12122666
4332,6842170,103a,12122666
4333,6842170,103a,12122666
4334,6842170,102b,12122666
4335,6842170,103a,12122666
4336,6842170,103a,12470792
4337,6842170,103a,12100978
4338,6842170,103a,12100978
4339,6842170,102b,12712830
4340,6842170,103a,12814645
4341,6842170,103a,12814645
4342,6842170,103a,13162024
4343,6980811,102b,11872199
4344,7512110,103a,11856797
4345,7512110,103a,11856797
4346,6958759,119,13103272
4347,6958759,119,13103272
4348,6958759,103a,13103272
4349,5663748,103a,12603314
4350,5663748,102b,12826306
4351,5663748,103a,13096243
4352,5663748,103a,12841118
4353,5663748,103a,12841118
4354,6889067,103a,11394065
4355,6889067,103a,11394065
4356,6889067,103a,11394065
4357,6889067,103a,11394065
4358,6889067,103a,11394065
4359,7194099,103,13018498
4360,6110618,103,12940227
4361,6110618,103a,12940227
4362,7765600,103a,12940472
4363,7765600,103,12940472
4364,6271837,103a,12256641
4365,6271837,103a,12256641
4366,6271837,103a,12256641
4367,6271837,103a,12256641
4368,6271837,103a,12256641
4369,6271837,103a,12256641
4370,6271837,103a,12256641
4371,6271837,103a,12256641
4372,6104317,103a,12126807
4373,6104317,103a,12126807
4374,6104317,103a,11766929
4375,6104317,102b,12126809
4376,6104317,103a,12126809
4377,6104317,103a,12126809
4378,6104317,102b,12126809
4379,6104317,103a,12126809
4380,6104317,103a,12126809
4381,6104317,103a,12928496
4382,6104317,103a,12928496
4383,6104317,103a,12928496
4384,6104317,103a,12928496
4385,6108558,103a,11483067
4386,6108558,103a,12395384
4387,6108558,103a,11483067
4388,6108558,103,12395384
4389,7068708,103a,11129625
4390,7298326,103a,12193142
4391,7298326,103a,12193142
4392,7272847,103a,12083293
4393,7272847,103a,12083293
4394,7272847,103a,12083293
4395,7599327,103a,11970239
4396,7599327,103a,11970239
4397,7599327,103a,12338299
4398,7599327,112,12995206
4399,5675286,103a,13028146
4400,7181667,102,11316601
4401,7181667,102,13267582
4402,7181667,103,13267582
4403,7181667,103a,13267582
4404,7181667,103a,13102766
4405,7181667,103a,13102766
4406,6324184,103,11827178
4407,6324184,102e,12400357
4408,6324184,103a,12400357
4409,6377713,103a,12501121
4410,7460509,103a,12360349
4411,8050189,103a,13238865
4412,8050189,103a,13238865
4413,7747021,103a,12190661
4414,7747021,103a,12190661
4415,7801543,103a,12124223
4416,7874983,103a,12709482
4417,7874983,103a,12709482
4418,7840119,102,11621764
4419,7895594,103a,12869553
4420,7895594,103a,12869385
4421,5883580,103,12119484
4422,5883580,103,12119484
4423,5883580,103,12119484
4424,5883580,103a,13007576
4425,5883580,103a,13007576
4426,5883580,103a,13007576
4427,5883580,103a,13007576
4428,7512795,103a,12403196
4429,5982757,103a,11826890
4430,7064772,103a,11769866
4431,7064772,103a,11769866
4432,7092568,103a,12037287
4433,7092568,103a,12037287
4434,6310634,103a,12119122
4435,6310634,103a,12119122
4436,6310634,103a,11357342
4437,6310634,103a,12119122
4438,6310634,103a,12692498
4439,5821007,103a,12572891
4440,5821007,103a,12572145
4441,5821007,103a,12572145
4442,5821007,103a,12572145
4443,5821007,103a,12572891
4444,7972051,103,13222519
4445,6487252,103a,12356122
4446,6487252,103a,11150634
4447,6487252,112,11150634
4448,6487252,103a,11150634
4449,6487252,112,11150634
4450,6487252,103a,12091548
4451,6987819,103a,10801624
4452,6987819,103a,10801624
4453,7146015,103a,12827317
4454,6009173,103a,12368511
4455,6009173,103a,12368511
4456,6009173,103a,12368511
4457,6009173,103a,12368511
4458,6009173,103a,12368511
4459,6009173,103a,12368511
4460,6009173,103a,12368511
4461,6009173,103a,12368511
4462,6009173,103,11651142
4463,6009173,103,11651142
4464,6009173,103,11651142
4465,6009173,103a,12952076
4466,6009173,103a,10483282
4467,7025596,103a,12549831
4468,7025596,103a,12549831
4469,7025596,103a,12549831
4470,7025596,103a,12549831
4471,7742624,103a,12037287
4472,6429808,102b,12470221
4473,6429808,103a,11651584
4474,6429808,103a,11978207
4475,6429808,103,11786823
4476,7135837,102e,11747388
4477,7135837,103a,11747388
4478,5862488,103a,13571164
4479,7016315,102b,11847564
4480,8223854,119,13433416
4481,7155483,103a,11256751
4482,7155483,103a,11256751
4483,7155483,103a,11256751
4484,7155483,103a,11256751
4485,7155483,103a,11256751
4486,7155483,103a,11256751
4487,7155483,103a,11256751
4488,7155483,103a,11256751
4489,7155483,103a,11256751
4490,7155483,103a,11256751
4491,7155483,103a,11256751
4492,7155483,103a,11256751
4493,7155483,103a,11897568
4494,7155483,103a,11897568
4495,7155483,103a,11897568
