app_number,patent_number,blocked_app,date,blocking_type
"10/423,243",7640373,12352486,2011-03-03,103
"10/423,243",7640373,12352486,2011-03-03,103a
"10/423,243",7640373,12125253,2011-06-15,103a
"10/423,243",7640373,12352486,2011-08-09,103a
"08/719,189",5754953,11696713,2011-06-07,103a
"11/281,019",7266198,13041303,2012-09-12,103a
"11/281,019",7266198,12911406,2012-09-05,103a
"11/281,019",7266198,13336411,2012-01-30,102b
"11/281,019",7266198,13041303,2013-03-05,103a
"11/281,019",7266198,12911406,2013-01-11,103a
"11/429,681",7676583,12383176,2011-06-15,103a
"09/618,376",6404764,12197858,2012-04-27,102b
"08/791,695",5893036,12900847,2012-05-21,103a
"09/717,761",6961427,12818062,2012-04-17,103a
"08/922,055",6049707,11343751,2011-07-08,103
"08/922,055",6049707,13451839,2012-12-06,103a
"08/922,055",6049707,13451839,2012-12-06,103
"11/531,746",7821996,12500369,2011-05-03,103a
"09/096,861",6170005,11419240,2011-06-21,103a
"09/096,861",6170005,11947489,2011-06-24,103a
"09/096,861",6170005,11947489,2011-11-14,103a
"09/096,861",6170005,11666278,2012-06-11,103a
"08/687,882",5818887,12717645,2012-02-10,103a
"11/301,301",7558587,12197729,2012-08-20,103a
"11/301,301",7558587,12197729,2012-01-31,103a
"09/369,624",6151362,11677335,2011-11-23,103a
"09/369,624",6151362,11677335,2011-06-21,103a
"10/000,289",6865384,10289896,2011-11-14,103a
"10/000,289",6865384,10289896,2011-05-23,103a
"11/305,780",7331793,13432443,2012-12-07,102a
"10/334,095",7085576,12190952,2011-09-08,102b
"10/334,095",7085576,12190952,2011-09-08,103a
"10/334,095",7085576,12196650,2011-11-23,103a
"10/334,095",7085576,12196650,2012-04-20,103a
"10/377,464",7653383,11609760,2011-06-09,103a
"10/377,464",7653383,11609760,2011-12-14,103a
"10/377,464",7653383,11609760,2012-07-18,103a
"10/820,920",7019491,12163614,2011-08-19,103a
"10/820,920",7019491,12163614,2011-04-27,103a
"10/820,920",7019491,12163614,2012-05-24,103a
"10/813,476",7426175,11691549,2011-05-12,103a
"09/184,614",6169886,12257609,2011-06-30,103a
"08/594,602",5738583,11635804,2011-07-21,103a
"08/594,602",5738583,11635804,2011-07-21,103a
"08/594,602",5738583,11323852,2011-10-26,103a
"08/594,602",5738583,11875692,2011-09-08,102e
"08/772,665",5854785,11619550,2011-02-03,103a
"08/772,665",5854785,11619550,2011-08-17,103a
"08/772,665",5854785,11565597,2011-02-09,103a
"08/950,990",6011699,13002008,2011-05-12,102
"08/950,990",6011699,12470400,2011-11-09,103a
"08/950,990",6011699,12142079,2011-07-01,102b
"08/950,990",6011699,12142079,2011-07-01,103a
"08/950,990",6011699,12470400,2011-06-22,103a
"08/950,990",6011699,12049854,2011-04-26,103a
"08/950,990",6011699,10841957,2011-08-17,103a
"09/131,628",5991285,10594053,2011-09-06,103a
"09/131,628",5991285,10594053,2011-09-06,103a
"09/131,628",5991285,10594053,2011-09-06,103a
"09/131,628",5991285,10594053,2012-02-23,103a
"09/131,628",5991285,10594053,2012-02-23,103a
"12/366,527",8767632,12903593,2014-07-10,103a
"11/027,098",7477690,12087349,2011-12-01,103a
"11/027,098",7477690,12087349,2011-06-09,103a
"11/027,098",7477690,12087349,2012-09-13,103a
"10/124,466",6643503,12594927,2012-04-02,103a
"09/762,836",6760589,10756163,2011-05-18,103a
"08/123,597",5901357,13000146,2012-11-21,102b
"09/106,339",6080501,11547583,2011-04-28,102e
"09/766,230",6940820,11786162,2011-01-06,103a
"08/711,701",5928330,11931196,2011-09-16,103a
"08/711,701",5928330,11931196,2011-04-14,103a
"08/711,701",5928330,12346844,2011-09-01,103
"08/711,701",5928330,12083380,2012-01-27,103a
"08/711,701",5928330,13100693,2012-09-27,103a
"08/711,701",5928330,13100639,2012-10-01,103a
"08/711,701",5928330,12199814,2012-02-14,102
"09/370,057",6236960,12196414,2011-10-05,103a
"09/370,057",6236960,12692245,2012-03-06,103a
"09/370,057",6236960,12196414,2012-06-04,103a
"08/816,649",6014552,12813607,2012-10-11,102b
"08/816,649",6014552,12813607,2012-10-11,103a
"08/816,649",6014552,12813607,2012-10-11,103a
"10/631,123",7085256,11864432,2011-06-24,103a
"09/669,192",6810323,12560267,2011-03-18,103a
"09/669,192",6810323,12704301,2011-11-14,103
"09/999,839",6509659,11846540,2011-07-15,103a
"09/999,839",6509659,11846540,2011-07-15,103a
"09/999,839",6509659,11846540,2011-12-16,103a
"09/999,839",6509659,11846540,2011-12-16,103a
"09/650,118",6907237,12087060,2011-08-29,103
"09/650,118",6907237,12087060,2011-02-16,103
"09/650,118",6907237,12087060,2012-07-17,103
"09/929,750",6649852,12711923,2011-11-16,103a
"09/929,750",6649852,12711923,2012-07-05,103a
"08/675,318",5857155,11470886,2011-08-19,103a
"08/675,318",5857155,11470886,2011-08-19,103a
"08/675,318",5857155,11470886,2011-02-09,103a
"08/675,318",5857155,11470886,2012-06-20,103a
"08/675,318",5857155,13055812,2012-10-09,102b
"08/675,318",5857155,13055812,2012-10-09,103a
"08/675,318",5857155,13055812,2013-03-22,119
"08/675,318",5857155,13055812,2013-03-22,102b
"08/675,318",5857155,13055812,2013-03-22,103a
"08/675,318",5857155,13055811,2013-03-15,102b
"10/279,567",7751826,12484135,2011-10-04,103a
"10/279,567",7751826,13441014,2013-05-09,103a
"11/610,806",7634565,12040665,2011-02-15,103a
"11/610,806",7634565,12040665,2011-02-15,103a
"08/213,839",6216086,12020118,2011-03-16,103a
"08/213,839",6216086,11428181,2011-06-09,103a
"08/213,839",6216086,11428181,2011-06-09,103a
"08/213,839",6216086,12733083,2013-02-21,103a
"08/762,865",6018764,11378895,2011-11-10,119
"08/762,865",6018764,11378895,2011-11-10,103a
"08/762,865",6018764,11378895,2011-04-01,101
"08/587,073",5745695,12845646,2012-11-09,103a
"10/614,838",6980818,11836505,2011-04-15,103a
"10/395,782",7016319,12401568,2011-10-17,102e
"09/253,786",6317411,12720963,2011-12-27,103a
"09/253,786",6317411,12720963,2011-12-27,103a
"09/253,786",6317411,13123673,2013-02-19,103a
"09/253,786",6317411,13123673,2013-02-19,103a
"09/253,786",6317411,12605837,2013-06-20,103a
"09/898,172",7080397,11444554,2011-02-11,103a
"10/355,909",7062261,12479555,2011-10-17,103
"10/355,909",7062261,12479555,2011-01-20,103
"10/355,909",7062261,12479555,2011-05-12,103
"09/665,096",6374177,12098514,2011-11-02,103a
"09/665,096",6374177,12098514,2011-11-02,103a
"09/665,096",6374177,12098514,2011-11-02,103a
"09/665,096",6374177,12098514,2011-11-02,103a
"09/665,096",6374177,12098514,2011-11-02,103a
"09/665,096",6374177,12368277,2011-03-02,102e
"09/079,067",6321070,13006163,2012-04-25,102b
"09/079,067",6321070,13006163,2012-04-25,103a
"09/079,067",6321070,12698957,2012-05-24,103a
"08/992,419",5923214,12396171,2011-11-25,102b
"08/992,419",5923214,11272017,2011-12-05,103a
"08/992,419",5923214,11272017,2011-02-15,103a
"08/992,419",5923214,11272017,2011-06-07,103a
"08/992,419",5923214,11272017,2012-05-02,103a
"10/109,928",7243163,10929029,2011-03-03,103a
"10/109,928",7243163,12628901,2011-04-12,103a
"10/109,928",7243163,11559567,2011-03-04,103a
"10/109,928",7243163,12395426,2011-11-14,103a
"10/109,928",7243163,12395426,2011-11-14,103a
"10/109,928",7243163,12400166,2011-06-28,103
"10/109,928",7243163,11368145,2012-02-15,102e
"10/109,928",7243163,11368145,2012-02-15,103a
"10/109,928",7243163,11368145,2013-03-13,103a
"11/272,282",7583973,12478654,2011-08-11,103a
"11/272,282",7583973,12478654,2011-12-09,103
"10/626,242",6972382,11443763,2011-01-06,103a
"09/213,566",6334063,12470808,2011-05-05,102b
"09/213,566",6334063,12470808,2011-05-05,103a
"08/883,972",6114968,11170392,2011-05-02,103a
"09/032,159",6112244,13115044,2011-08-26,103a
"09/032,159",6112244,13115044,2011-08-26,103a
"09/032,159",6112244,13115044,2012-01-19,103a
"09/928,609",6915312,12038189,2011-10-14,102h
"09/928,609",6915312,12038189,2011-10-14,103a
"09/928,609",6915312,12038189,2011-10-14,103a
"09/928,609",6915312,12038189,2011-10-14,103a
"09/928,609",6915312,12038189,2011-10-14,103a
"09/227,793",6487721,11820286,2011-05-17,103a
"09/227,793",6487721,11820286,2011-05-17,103a
"09/227,793",6487721,11820286,2011-05-17,103a
"09/227,793",6487721,11820286,2011-05-17,103a
"09/227,793",6487721,11820286,2011-05-17,103a
"09/227,793",6487721,11820286,2011-05-17,103a
"09/227,793",6487721,11820286,2011-05-17,103a
"09/227,793",6487721,11820286,2011-05-17,103a
"09/227,793",6487721,11820286,2011-05-17,103a
"09/227,793",6487721,11460543,2011-09-13,103a
"09/227,793",6487721,11985143,2011-03-29,103a
"09/227,793",6487721,12024044,2011-01-24,103a
"09/227,793",6487721,12024044,2011-01-24,103a
"09/227,793",6487721,12024044,2011-01-24,103a
"09/227,793",6487721,12024044,2011-02-28,103a
"09/227,793",6487721,12024044,2011-02-28,103a
"09/227,793",6487721,12024044,2011-02-28,103a
"09/227,793",6487721,11460543,2011-02-08,103a
"09/227,793",6487721,10759620,2011-06-21,103a
"08/966,277",6043838,11988032,2011-12-01,102b
"08/966,277",6043838,12031295,2011-05-31,103a
"08/966,277",6043838,11493434,2011-09-15,103a
"08/966,277",6043838,11493434,2011-05-05,103a
"08/966,277",6043838,11493434,2012-11-08,103a
"08/966,277",6043838,13302518,2012-10-02,102e
"08/966,277",6043838,12700186,2012-09-20,102b
"08/966,277",6043838,12700186,2012-09-20,103a
"08/966,277",6043838,11493434,2012-06-07,103a
"08/966,277",6043838,10590135,2014-01-30,103a
"09/502,066",6529728,12465414,2011-06-28,103a
"12/142,811",8224390,12949086,2012-10-25,103a
"10/175,974",7688764,11517883,2011-07-06,103a
"10/175,974",7688764,11988362,2011-08-19,103a
"10/175,974",7688764,11093323,2011-02-16,103a
"10/175,974",7688764,11988362,2012-10-02,103a
"10/175,974",7688764,11988362,2012-03-07,103a
"08/399,689",6012634,11448117,2011-02-18,103a
"08/399,689",6012634,11448117,2011-02-18,103a
"08/399,689",6012634,11448117,2011-02-18,103
"09/143,714",6108314,11778727,2011-10-21,103a
"09/143,714",6108314,11778727,2011-02-18,103a
"12/408,092",7657272,13010538,2012-11-26,103a
"08/811,064",6002948,11761468,2011-07-19,102b
"08/811,064",6002948,11761468,2011-07-19,103a
"09/705,982",6775536,11967938,2011-03-04,103a
"10/449,263",7023814,12133755,2011-10-14,103a
"09/886,640",6526031,12403196,2012-09-10,103a
"08/856,958",5959546,11690555,2011-03-02,103a
"08/856,958",5959546,11690555,2011-03-02,103a
"08/856,958",5959546,11690555,2011-09-01,103a
"08/856,958",5959546,11690555,2012-03-22,103a
"08/856,958",5959546,12475942,2012-08-29,103a
"08/856,958",5959546,12475942,2012-08-29,103a
"08/856,958",5959546,12475942,2012-02-03,103a
"08/856,958",5959546,12475942,2012-02-03,103a
"09/872,783",7068719,11799101,2011-03-16,103a
"09/872,783",7068719,11799101,2011-03-16,103a
"09/872,783",7068719,11799101,2011-07-27,103a
"09/872,783",7068719,11799101,2012-03-29,103a
"09/872,783",7068719,11799101,2012-03-29,103a
"11/311,518",7640020,12807813,2012-10-17,103a
"09/444,952",6275693,10565158,2011-04-15,103a
"09/444,952",6275693,10565158,2011-11-30,103a
"12/431,305",8208434,12949233,2013-10-21,103a
"12/431,305",8208434,12949233,2014-03-28,103a
"10/331,733",6729547,11962598,2011-03-22,103a
"08/639,013",5963848,12814394,2012-08-06,103a
"12/123,606",8320878,13075979,2013-07-03,103a
"09/136,242",6081510,12053725,2011-04-15,103a
"08/740,635",6219703,10969359,2011-08-29,103a
"08/740,635",6219703,10969359,2011-08-29,103a
"08/740,635",6219703,12847812,2012-03-07,103a
"09/246,996",6167268,11355540,2011-12-19,103a
"09/246,996",6167268,12040862,2011-01-21,102b
"09/246,996",6167268,12040862,2011-01-21,103a
"09/246,996",6167268,12040862,2011-12-28,103a
"09/246,996",6167268,12040862,2011-12-28,103a
"09/246,996",6167268,11355540,2011-06-21,103a
"09/246,996",6167268,11355538,2011-03-15,103a
"09/246,996",6167268,11355540,2011-01-21,102b
"09/246,996",6167268,12040862,2011-07-05,102b
"09/246,996",6167268,12040862,2011-07-05,103a
"10/952,116",7606303,11777918,2011-12-19,101
"09/079,013",6134336,11887316,2011-03-30,103a
"09/079,013",6134336,11855275,2012-02-14,103a
"08/617,715",6313736,11893720,2011-04-04,103a
"08/617,715",6313736,11893720,2011-04-04,103a
"08/617,715",6313736,11893720,2011-04-04,103a
"08/617,715",6313736,11893720,2011-04-04,103a
"08/617,715",6313736,11893720,2011-04-04,103a
"08/557,657",5771353,12194311,2011-04-04,103a
"08/557,657",5771353,10757609,2011-11-25,103a
"08/557,657",5771353,10757609,2011-11-25,103a
"08/557,657",5771353,10757609,2011-11-25,103a
"08/557,657",5771353,12194311,2011-10-06,103a
"08/557,657",5771353,10757609,2011-08-18,103a
"08/557,657",5771353,10757609,2011-08-18,103a
"08/557,657",5771353,10757609,2011-03-14,103a
"08/557,657",5771353,10757609,2011-03-14,103a
"08/557,657",5771353,10757609,2011-03-14,103a
"90/010,370",5771353,12194311,2011-04-04,103a
"90/010,370",5771353,10757609,2011-11-25,103a
"90/010,370",5771353,10757609,2011-11-25,103a
"90/010,370",5771353,10757609,2011-11-25,103a
"90/010,370",5771353,12194311,2011-10-06,103a
"90/010,370",5771353,10757609,2011-08-18,103a
"90/010,370",5771353,10757609,2011-08-18,103a
"90/010,370",5771353,10757609,2011-03-14,103a
"90/010,370",5771353,10757609,2011-03-14,103a
"90/010,370",5771353,10757609,2011-03-14,103a
"09/132,447",6377161,10987917,2012-04-27,103a
"09/070,316",6285786,12477582,2011-12-20,103a
"09/070,316",6285786,12194780,2012-08-15,102b
"10/246,337",7831992,11769029,2011-12-06,103a
"08/677,478",6009336,11620071,2011-01-20,119a
"08/677,478",6009336,11620071,2011-08-05,103a
"09/217,775",6169903,13036393,2011-07-22,102b
"10/255,359",7171204,11871286,2011-10-25,103a
"10/255,359",7171204,11871286,2011-05-19,103a
"11/423,513",7600880,12026367,2011-06-15,103a
"10/437,220",7103319,10893389,2011-03-08,103a
"10/437,220",7103319,10893389,2011-03-08,103a
"08/715,887",6134223,11959650,2011-11-08,103a
"08/715,887",6134223,11959650,2011-11-08,103a
"08/715,887",6134223,11959650,2011-11-08,103
"08/715,887",6134223,11959650,2011-11-08,103a
"08/715,887",6134223,11959650,2011-11-08,103a
"08/715,887",6134223,11959650,2011-11-08,103a
"08/715,887",6134223,11959650,2012-05-17,103a
"08/715,887",6134223,11959650,2012-05-17,103a
"08/715,887",6134223,11959650,2012-05-17,103
"08/715,887",6134223,11959650,2012-05-17,103a
"08/715,887",6134223,11959650,2012-05-17,103a
"09/746,347",6694060,12165625,2012-04-25,103a
"09/746,347",6694060,12165625,2012-04-25,103a
"09/746,347",6694060,12165625,2012-04-25,103a
"09/746,347",6694060,12165625,2012-04-25,103a
"09/746,347",6694060,12165625,2012-04-25,103a
"09/275,658",6434391,12844361,2012-06-08,103a
"09/275,658",6434391,11719226,2012-01-27,103
"09/275,658",6434391,13597300,2014-08-05,103a
"11/208,673",7176838,12941011,2014-02-28,112
"11/208,673",7176838,12941011,2014-02-28,103a
"11/208,673",7176838,12941010,2014-02-18,112
"11/208,673",7176838,12941010,2014-02-18,103a
"10/349,006",7200363,12495881,2011-12-13,102b
"10/349,006",7200363,12495881,2011-12-13,103a
"10/694,464",7471749,12065588,2011-09-12,103a
"09/277,304",6223291,13413173,2012-05-11,103a
"09/277,304",6223291,13413173,2012-05-11,103a
"09/277,304",6223291,13413173,2012-11-30,103a
"09/277,304",6223291,13413173,2012-11-30,103a
"09/277,304",6223291,13413173,2012-11-30,103a
"09/508,183",6807527,12748565,2012-04-30,103a
"08/962,517",6101175,11739674,2011-01-25,103a
"08/962,517",6101175,11739674,2011-12-06,103a
"08/962,517",6101175,11739674,2011-05-25,103a
"10/135,614",7024207,12187775,2011-10-12,103a
"10/135,614",7024207,12187775,2011-06-06,103a
"10/136,084",6661371,13014355,2013-01-10,103a
"11/683,030",7933238,13357430,2012-06-18,101
"11/683,030",7933238,13357425,2012-08-16,101
"09/686,732",6606483,11599393,2011-11-08,103a
"09/686,732",6606483,12957856,2012-01-18,119
"09/686,732",6606483,13133792,2012-11-07,102b
"08/959,882",6005498,12395012,2012-01-19,103a
"09/870,181",6764788,12907648,2012-12-12,112
"09/928,140",7061879,11856788,2011-01-05,102
"09/921,234",6958984,11562979,2011-12-27,103a
"09/921,234",6958984,13564068,2012-10-17,102b
"09/902,438",6842484,12906761,2011-06-07,119a
"09/902,438",6842484,12906761,2011-06-07,103a
"10/424,017",6819083,12436562,2011-03-03,103a
"10/424,017",6819083,12330875,2011-03-03,103a
"09/097,645",6259733,12308907,2011-10-03,102b
"10/022,269",7180875,12470616,2011-11-30,103a
"09/535,924",6944137,11965875,2011-01-10,119a
"09/535,924",6944137,11965875,2011-01-10,103a
"11/689,492",7796639,12934919,2013-02-20,103a
"09/017,563",6134121,13270414,2013-01-31,103a
"08/706,881",5640166,10992173,2011-04-08,102a
"08/706,881",5640166,10992173,2011-04-08,103a
"08/706,881",5640166,10992173,2011-10-12,103a
"11/272,853",7787421,12497172,2012-01-20,103a
"10/052,127",7149521,12475942,2012-08-29,103a
"10/052,127",7149521,12475942,2012-08-29,103a
"10/052,127",7149521,12475942,2012-02-03,103a
"10/052,127",7149521,12475942,2012-02-03,103a
"09/752,570",7035270,12360107,2011-04-20,103a
"08/806,949",6104993,13024135,2012-10-25,103
"08/806,949",6104993,13024135,2012-04-11,103a
"09/031,987",6078809,10626048,2014-03-18,103a
"08/893,131",6072831,11396568,2011-11-14,103a
"08/893,131",6072831,10989886,2011-02-23,103a
"08/893,131",6072831,10934118,2011-03-18,103a
"08/893,131",6072831,12158245,2011-11-28,103a
"08/893,131",6072831,11396568,2012-03-27,103a
"09/710,321",6822974,12130305,2011-04-01,103a
"09/710,321",6822974,12130305,2011-04-01,103a
"11/762,232",8131286,12715920,2012-05-29,103a
"10/944,965",7190263,12080524,2011-12-09,102b
"10/944,965",7190263,12080524,2012-03-14,102b
"10/944,965",7190263,12603208,2012-08-17,103a
"09/988,402",7159120,11493952,2011-05-27,103a
"09/988,402",7159120,12728624,2011-02-01,103a
"09/988,402",7159120,12728624,2011-02-01,102e
"09/988,402",7159120,11857383,2011-01-04,103a
"09/988,402",7159120,12120165,2011-06-22,103a
"09/988,402",7159120,12120165,2011-03-15,103a
"09/988,402",7159120,11493952,2011-10-17,103a
"09/988,402",7159120,11634371,2011-03-17,103
"11/612,832",7271948,12138977,2011-02-24,102e
"11/612,832",7271948,12138977,2011-02-24,103a
"11/612,832",7271948,12138977,2011-02-24,103a
"11/612,832",7271948,12138977,2011-09-16,119
"09/338,873",6275536,11381780,2011-01-24,103a
"09/338,873",6275536,11381780,2011-01-24,103a
"09/338,873",6275536,11381780,2011-01-24,103a
"09/338,873",6275536,11256565,2012-02-02,102e
"08/617,462",5812542,12901616,2012-09-26,103a
"11/210,324",7199762,13209325,2012-07-06,102e
"11/210,324",7199762,12936988,2013-04-16,103a
"08/883,019",6073092,10215048,2011-01-06,119a
"08/883,019",6073092,10215048,2011-01-06,103
"09/387,107",6327299,12088414,2011-02-04,103a
"09/351,490",6459440,12361725,2011-09-15,103a
"09/351,490",6459440,12349153,2011-08-09,103a
"11/378,175",7683918,11876972,2011-03-22,103a
"11/378,175",7683918,11978075,2011-05-24,103a
"11/378,175",7683918,11978075,2011-05-24,103a
"11/378,175",7683918,11978075,2011-01-14,102e
"11/378,175",7683918,11978075,2011-01-14,103a
"11/378,175",7683918,11924399,2011-02-28,102e
"11/378,175",7683918,11876972,2012-02-23,103a
"11/383,506",7230550,13269852,2013-10-24,103a
"11/590,275",7468573,12502647,2011-12-12,102b
"10/835,971",7058407,11956168,2011-07-18,103a
"10/835,971",7058407,13357458,2012-10-25,119
"10/424,121",7500198,12016892,2011-06-10,102b
"10/424,121",7500198,10719317,2011-01-10,102
"10/424,121",7500198,10719317,2011-01-10,103a
"10/424,121",7500198,11367433,2013-02-28,103a
"09/454,846",6424623,12699842,2011-02-08,101
"09/454,846",6424623,12699842,2011-08-08,101
"09/454,846",6424623,12699846,2011-08-09,112
"08/680,665",5758264,12721934,2011-09-26,103a
"09/434,927",6424743,11547066,2011-05-10,112
"09/434,927",6424743,11740840,2011-12-08,103a
"09/434,927",6424743,12164037,2012-01-05,103a
"09/434,927",6424743,12164037,2012-06-07,103a
"11/127,547",7603120,13460532,2012-09-24,102e
"08/965,691",5850611,12064553,2011-04-20,103a
"08/965,691",5850611,12064553,2011-04-20,103a
"08/965,691",5850611,12064553,2011-10-18,103a
