,PatentID,Blockings,Citations,Ratio,Blocking_appnumber
832,5697538,0,6,0.0,0
833,7415041,0,20,0.0,0
834,6879623,0,7,0.0,0
835,8763042,0,0,0.0,0
836,5862493,0,3,0.0,0
837,6611197,0,1,0.0,0
838,7640020,1,5,0.2,1
839,6275693,2,25,0.08,1
840,8208434,2,3,0.666666666667,1
841,7362724,0,2,0.0,0
842,5930268,0,7,0.0,0
843,6729547,1,17,0.0588235294118,1
844,6754854,0,9,0.0,0
845,5930748,0,1,0.0,0
846,5745203,0,18,0.0,0
847,5963848,1,14,0.07142857142860001,1
848,8320878,1,3,0.33333333333299997,1
849,6385548,0,5,0.0,0
850,6081510,1,3,0.33333333333299997,1
851,6219703,3,7,0.428571428571,2
852,8000268,0,1,0.0,0
853,8150403,0,0,0.0,0
854,6339612,0,24,0.0,0
855,5764104,0,2,0.0,0
856,8150475,0,0,0.0,0
857,8255989,0,4,0.0,0
858,6167268,10,22,0.45454545454499995,3
859,7283138,0,2,0.0,0
860,5809025,0,7,0.0,0
861,6728218,0,1,0.0,0
862,7606303,1,3,0.33333333333299997,1
863,6292307,0,2,0.0,0
864,8194991,0,0,0.0,0
865,7705565,0,3,0.0,0
866,7417968,0,1,0.0,0
867,7492739,0,0,0.0,0
868,6553017,0,1,0.0,0
869,6069530,0,4,0.0,0
870,6134336,2,5,0.4,2
871,6313736,5,1,5.0,1
872,5771353,20,194,0.10309278350500001,2
873,6047066,0,11,0.0,0
874,6377161,1,19,0.052631578947400004,1
875,8522326,0,0,0.0,0
876,8958794,0,0,0.0,0
877,8854309,0,0,0.0,0
878,7729106,0,1,0.0,0
879,9130916,0,0,0.0,0
880,8874052,0,0,0.0,0
881,6285786,2,40,0.05,2
882,7831992,1,1,1.0,1
883,7393716,0,0,0.0,0
884,6009336,2,153,0.013071895424799999,1
885,6116960,0,2,0.0,0
886,6425002,0,4,0.0,0
887,6972692,0,1,0.0,0
888,5831479,0,10,0.0,0
889,7496348,0,5,0.0,0
890,5884266,0,28,0.0,0
891,9143291,0,0,0.0,0
892,5845213,0,0,0.0,0
893,8209190,0,2,0.0,0
894,8254937,0,0,0.0,0
895,7860046,0,0,0.0,0
896,8463270,0,0,0.0,0
897,6850777,0,7,0.0,0
898,7899051,0,1,0.0,0
899,5777903,0,98,0.0,0
900,6169903,1,7,0.14285714285700002,1
901,7477738,0,4,0.0,0
902,9002167,0,0,0.0,0
903,6084967,0,47,0.0,0
904,6445588,0,2,0.0,0
905,7729273,0,4,0.0,0
906,7482937,0,5,0.0,0
907,7715333,0,1,0.0,0
908,6738019,0,1,0.0,0
909,8521218,0,0,0.0,0
910,7081874,0,0,0.0,0
911,6184751,0,0,0.0,0
912,5541019,0,8,0.0,0
913,D693785,0,4,0.0,0
914,7580518,0,3,0.0,0
915,8272024,0,0,0.0,0
916,7024353,0,4,0.0,0
917,5864807,0,3,0.0,0
918,7395037,0,1,0.0,0
919,5834135,0,1,0.0,0
920,7623066,0,1,0.0,0
921,7873111,0,1,0.0,0
922,8170604,0,3,0.0,0
923,9025478,0,0,0.0,0
924,7480346,0,0,0.0,0
925,7894355,0,1,0.0,0
926,7242941,0,3,0.0,0
927,8832799,0,0,0.0,0
928,6356054,0,3,0.0,0
929,8925022,0,0,0.0,0
930,6243056,0,1,0.0,0
931,8294105,0,1,0.0,0
932,7171204,2,1,2.0,1
933,8200496,0,1,0.0,0
934,9131478,0,0,0.0,0
935,7250904,0,3,0.0,0
936,7668097,0,1,0.0,0
937,7600880,1,3,0.33333333333299997,1
938,7103319,2,3,0.666666666667,1
939,7190311,0,2,0.0,0
940,8391719,0,0,0.0,0
941,6134223,11,32,0.34375,1
942,7043249,0,17,0.0,0
943,8837302,0,0,0.0,0
944,6694060,5,5,1.0,1
945,6765474,0,0,0.0,0
946,5999832,0,1,0.0,0
947,7433331,0,1,0.0,0
948,8285279,0,1,0.0,0
949,6771991,0,6,0.0,0
950,7197328,0,5,0.0,0
951,8902830,0,0,0.0,0
952,6434391,3,0,0.0,3
953,7203897,0,9,0.0,0
954,6721267,0,16,0.0,0
955,6269254,0,21,0.0,0
956,7068701,0,1,0.0,0
957,6091229,0,1,0.0,0
958,7447765,0,12,0.0,0
959,7609836,0,1,0.0,0
960,7169250,0,2,0.0,0
961,5920286,0,5,0.0,0
962,7176838,4,16,0.25,2
963,7200363,2,7,0.28571428571400004,1
964,7237108,0,15,0.0,0
965,5809421,0,8,0.0,0
966,7227845,0,0,0.0,0
967,8312131,0,0,0.0,0
968,7471749,1,1,1.0,1
969,9143293,0,0,0.0,0
970,6223291,5,95,0.052631578947400004,1
971,5691622,0,2,0.0,0
972,8160651,0,2,0.0,0
973,7024195,0,5,0.0,0
974,6957073,0,55,0.0,0
975,9131015,0,0,0.0,0
976,6807527,1,2,0.5,1
977,6101175,3,9,0.33333333333299997,1
978,7024207,2,10,0.2,1
979,6661371,1,9,0.111111111111,1
980,6624726,0,14,0.0,0
981,7933238,2,6,0.33333333333299997,2
982,6606483,3,78,0.0384615384615,3
983,7596099,0,0,0.0,0
984,8325711,0,0,0.0,0
985,6928063,0,0,0.0,0
986,8073514,0,2,0.0,0
987,8395893,0,0,0.0,0
988,6455194,0,0,0.0,0
989,8229354,0,4,0.0,0
990,6005498,1,20,0.05,1
991,8760406,0,0,0.0,0
992,7424229,0,3,0.0,0
993,8050627,0,1,0.0,0
994,9083779,0,0,0.0,0
995,6764788,1,2,0.5,1
996,6549523,0,5,0.0,0
997,7131192,0,0,0.0,0
998,7061879,1,17,0.0588235294118,1
999,7486828,0,0,0.0,0
1000,7738260,0,0,0.0,0
1001,5801707,0,4,0.0,0
1002,6667769,0,10,0.0,0
1003,6774796,0,15,0.0,0
1004,5920576,0,13,0.0,0
1005,8880012,0,0,0.0,0
1006,8396424,0,1,0.0,0
1007,7277019,0,0,0.0,0
1008,7653813,0,3,0.0,0
1009,6958984,2,28,0.07142857142860001,2
1010,6842484,2,5,0.4,1
1011,6819083,2,8,0.25,2
1012,6515577,0,1,0.0,0
1013,6259733,1,48,0.020833333333299998,1
1014,8761109,0,0,0.0,0
1015,5807412,0,1,0.0,0
1016,6444352,0,0,0.0,0
1017,7460525,0,3,0.0,0
1018,6192353,0,2,0.0,0
1019,9064465,0,0,0.0,0
1020,7180875,1,12,0.08333333333330001,1
1021,8560016,0,0,0.0,0
1022,7690006,0,6,0.0,0
1023,8953928,0,0,0.0,0
1024,7180756,0,0,0.0,0
1025,6944137,2,7,0.28571428571400004,1
1026,8504574,0,0,0.0,0
1027,7646762,0,3,0.0,0
1028,8374635,0,1,0.0,0
1029,8031059,0,4,0.0,0
1030,6128478,0,2,0.0,0
1031,6920119,0,15,0.0,0
1032,7796639,1,9,0.111111111111,1
1033,6134121,1,7,0.14285714285700002,1
1034,6047033,0,0,0.0,0
1035,5940741,0,1,0.0,0
1036,5640166,3,13,0.23076923076900002,1
1037,7912508,0,2,0.0,0
1038,7907909,0,1,0.0,0
1039,7787421,1,5,0.2,1
1040,7149521,4,29,0.137931034483,1
1041,7035270,1,100,0.01,1
1042,6011784,0,53,0.0,0
1043,6104993,2,6,0.33333333333299997,1
1044,8453194,0,0,0.0,0
1045,5831960,0,2,0.0,0
1046,6078809,1,17,0.0588235294118,1
1047,8401244,0,0,0.0,0
1048,8060162,0,0,0.0,0
1049,6947406,0,1,0.0,0
1050,7369777,0,1,0.0,0
1051,6072831,5,48,0.104166666667,4
1052,6822974,2,2,1.0,1
1053,6425133,0,11,0.0,0
1054,7233896,0,0,0.0,0
1055,5943505,0,3,0.0,0
1056,7362803,0,0,0.0,0
1057,8131286,1,2,0.5,1
1058,6151501,0,2,0.0,0
1059,6160805,0,4,0.0,0
1060,8005127,0,1,0.0,0
1061,8763061,0,0,0.0,0
1062,8086195,0,1,0.0,0
1063,8320386,0,0,0.0,0
1064,8605615,0,0,0.0,0
1065,6205344,0,0,0.0,0
1066,5745481,0,13,0.0,0
1067,6973325,0,0,0.0,0
1068,7190263,3,6,0.5,2
1069,5771461,0,14,0.0,0
1070,8139367,0,0,0.0,0
1071,6961022,0,1,0.0,0
1072,5974100,0,0,0.0,0
1073,6212362,0,0,0.0,0
1074,6708023,0,0,0.0,0
1075,5990806,0,11,0.0,0
1076,8018872,0,1,0.0,0
1077,7310374,0,3,0.0,0
1078,7221670,0,1,0.0,0
1079,8064641,0,0,0.0,0
1080,5948562,0,22,0.0,0
1081,8315430,0,1,0.0,0
1082,7336621,0,2,0.0,0
1083,6246676,0,19,0.0,0
1084,5953413,0,28,0.0,0
1085,7489930,0,9,0.0,0
1086,7273993,0,2,0.0,0
1087,7159120,8,66,0.121212121212,5
1088,8811579,0,0,0.0,0
1089,7271948,4,7,0.5714285714289999,1
1090,6908500,0,4,0.0,0
1091,8976117,0,0,0.0,0
1092,9060245,0,0,0.0,0
1093,7672671,0,0,0.0,0
1094,6963739,0,2,0.0,0
1095,6275536,4,21,0.190476190476,2
1096,5812542,1,7,0.14285714285700002,1
1097,7199762,2,6,0.33333333333299997,2
1098,6073092,2,16,0.125,1
1099,6047084,0,3,0.0,0
1100,8904292,0,0,0.0,0
1101,7908475,0,2,0.0,0
1102,8457618,0,0,0.0,0
1103,5573869,0,3,0.0,0
1104,8264406,0,0,0.0,0
1105,6327299,1,8,0.125,1
1106,6594247,0,1,0.0,0
1107,7710522,0,3,0.0,0
1108,8954512,0,0,0.0,0
1109,6804782,0,11,0.0,0
1110,6125262,0,3,0.0,0
1111,5867510,0,34,0.0,0
1112,7710481,0,2,0.0,0
1113,6763162,0,1,0.0,0
1114,6275800,0,2,0.0,0
1115,6459440,2,30,0.06666666666669999,2
1116,7642964,0,2,0.0,0
1117,7075487,0,0,0.0,0
1118,9148787,0,0,0.0,0
1119,6175561,0,4,0.0,0
1120,6978022,0,10,0.0,0
1121,6930997,0,2,0.0,0
1122,8583107,0,1,0.0,0
1123,7912020,0,6,0.0,0
1124,8374153,0,0,0.0,0
1125,7787833,0,1,0.0,0
1126,8872970,0,0,0.0,0
1127,8611829,0,0,0.0,0
1128,6493875,0,112,0.0,0
1129,9141195,0,0,0.0,0
1130,6163765,0,7,0.0,0
1131,7683918,7,3,2.33333333333,3
1132,6373437,0,2,0.0,0
1133,7230550,1,21,0.047619047619,1
1134,7788394,0,5,0.0,0
1135,7532609,0,2,0.0,0
1136,8320326,0,0,0.0,0
1137,6104991,0,9,0.0,0
1138,7447531,0,1,0.0,0
1139,8995821,0,0,0.0,0
1140,7807307,0,0,0.0,0
1141,9100689,0,0,0.0,0
1142,7468573,1,21,0.047619047619,1
1143,8364477,0,0,0.0,0
1144,8045519,0,5,0.0,0
1145,7237170,0,1,0.0,0
1146,6130518,0,53,0.0,0
1147,8947534,0,0,0.0,0
1148,8189778,0,2,0.0,0
1149,6967467,0,0,0.0,0
1150,6788731,0,4,0.0,0
1151,6587398,0,2,0.0,0
1152,6351656,0,14,0.0,0
1153,6937874,0,10,0.0,0
1154,6748324,0,7,0.0,0
1155,9041671,0,0,0.0,0
1156,8509788,0,1,0.0,0
1157,6782099,0,0,0.0,0
1158,7058407,2,20,0.1,2
1159,7500198,4,10,0.4,3
1160,6424623,3,29,0.103448275862,2
1161,5758264,1,17,0.0588235294118,1
1162,6424743,4,27,0.148148148148,3
1163,8509705,0,1,0.0,0
1164,7603120,1,4,0.25,1
1165,8184359,0,0,0.0,0
1166,5850611,6,25,0.24,2
1167,7050419,7,100,0.07,6
1168,8902010,0,0,0.0,0
1169,6625425,0,13,0.0,0
1170,5604415,0,1,0.0,0
1171,7826419,0,1,0.0,0
1172,6144276,1,2,0.5,1
1173,6018651,1,15,0.06666666666669999,1
1174,8559294,0,0,0.0,0
1175,7684799,3,3,1.0,1
1176,6824916,0,3,0.0,0
1177,6734898,8,11,0.7272727272730001,3
1178,5757367,0,9,0.0,0
1179,6128735,6,13,0.46153846153800004,3
1180,6052600,0,78,0.0,0
1181,6497975,3,15,0.2,2
1182,7724765,0,2,0.0,0
1183,8250001,0,1,0.0,0
1184,8782258,0,0,0.0,0
1185,6486794,0,7,0.0,0
1186,8194604,0,1,0.0,0
1187,6164531,1,3,0.33333333333299997,1
1188,6944177,0,1,0.0,0
1189,7466747,0,0,0.0,0
1190,8581874,0,0,0.0,0
1191,7002942,1,7,0.14285714285700002,1
1192,8352508,0,0,0.0,0
1193,8160591,0,2,0.0,0
1194,7136909,8,68,0.117647058824,2
1195,6920171,11,58,0.18965517241399998,7
1196,7609639,0,3,0.0,0
1197,5631538,0,0,0.0,0
1198,7240143,0,3,0.0,0
1199,6125278,1,17,0.0588235294118,1
1200,7869532,0,1,0.0,0
1201,6035191,0,0,0.0,0
1202,6125286,3,12,0.25,2
1203,5877821,0,49,0.0,0
1204,7136482,4,14,0.28571428571400004,2
1205,8897753,0,0,0.0,0
1206,8126836,0,0,0.0,0
1207,7398100,0,15,0.0,0
1208,9116567,0,0,0.0,0
1209,8327237,0,6,0.0,0
1210,8642205,0,0,0.0,0
1211,7519365,0,7,0.0,0
1212,9197925,0,0,0.0,0
1213,7409606,0,6,0.0,0
1214,6067324,0,23,0.0,0
1215,8457112,0,0,0.0,0
1216,8971310,0,0,0.0,0
1217,8950238,0,0,0.0,0
1218,5948066,2,110,0.0181818181818,2
1219,8761401,0,0,0.0,0
1220,7414984,0,1,0.0,0
1221,6970439,0,3,0.0,0
1222,8140081,0,1,0.0,0
1223,7634074,0,3,0.0,0
1224,6486874,3,57,0.052631578947400004,1
1225,7023871,0,20,0.0,0
1226,7986983,0,16,0.0,0
1227,6002422,0,0,0.0,0
1228,6137883,0,5,0.0,0
1229,8379655,1,0,0.0,1
1230,6157679,0,10,0.0,0
1231,7804912,0,1,0.0,0
1232,6999773,5,2,2.5,1
1233,6178166,0,2,0.0,0
1234,6144704,0,3,0.0,0
1235,8638871,0,0,0.0,0
1236,5825811,0,1,0.0,0
1237,7416414,0,1,0.0,0
1238,7796715,0,0,0.0,0
1239,9038195,0,0,0.0,0
1240,8249142,0,1,0.0,0
1241,5909444,1,0,0.0,1
1242,8249646,0,0,0.0,0
1243,8506368,0,0,0.0,0
1244,7450106,0,0,0.0,0
1245,6732270,2,19,0.105263157895,1
1246,8700070,0,0,0.0,0
1247,7848739,2,0,0.0,1
1248,9049454,0,0,0.0,0
1249,7451460,0,4,0.0,0
1250,8200235,0,0,0.0,0
1251,7974404,0,0,0.0,0
1252,8176534,0,1,0.0,0
1253,6421016,1,11,0.0909090909091,1
1254,5716421,0,5,0.0,0
1255,8712446,0,1,0.0,0
1256,8049715,0,0,0.0,0
1257,5929776,1,2,0.5,1
1258,7277394,0,1,0.0,0
1259,6323804,0,9,0.0,0
1260,D736664,0,0,0.0,0
1261,8462197,0,0,0.0,0
1262,8637781,0,0,0.0,0
1263,6820126,0,8,0.0,0
1264,8108013,0,0,0.0,0
1265,6625428,0,7,0.0,0
1266,8391165,0,0,0.0,0
1267,8204446,0,16,0.0,0
1268,6045946,0,1,0.0,0
1269,7130740,0,4,0.0,0
1270,7336224,0,1,0.0,0
1271,8396047,0,0,0.0,0
1272,6986957,0,0,0.0,0
1273,6704572,2,17,0.117647058824,2
1274,7509649,0,49,0.0,0
1275,8640174,0,0,0.0,0
1276,8294691,0,0,0.0,0
1277,8310454,0,0,0.0,0
1278,5966384,0,15,0.0,0
1279,7415655,0,0,0.0,0
1280,7965680,0,1,0.0,0
1281,7106814,1,9,0.111111111111,1
1282,7310377,0,7,0.0,0
1283,5877633,0,13,0.0,0
1284,6549789,9,37,0.24324324324299998,4
1285,6389269,1,7,0.14285714285700002,1
1286,7202825,0,29,0.0,0
1287,6185266,0,20,0.0,0
1288,6167275,0,11,0.0,0
1289,8270972,0,54,0.0,0
1290,7460624,0,0,0.0,0
1291,5631101,4,4,1.0,1
1292,6937873,1,5,0.2,1
1293,6608861,2,0,0.0,1
1294,6691071,0,5,0.0,0
1295,8462890,0,0,0.0,0
1296,7062246,1,16,0.0625,1
1297,7526662,0,0,0.0,0
1298,8612961,0,0,0.0,0
1299,6414938,0,3,0.0,0
1300,7418339,0,0,0.0,0
1301,7634258,0,2,0.0,0
1302,7159168,0,1,0.0,0
1303,6347233,0,0,0.0,0
1304,6084968,1,37,0.027027027026999998,1
1305,6044276,2,1,2.0,1
1306,7272409,0,2,0.0,0
1307,8179102,0,0,0.0,0
1308,9066326,0,0,0.0,0
1309,7637425,0,2,0.0,0
1310,6882677,0,12,0.0,0
1311,6342774,2,23,0.08695652173910001,1
1312,6161207,1,20,0.05,1
1313,5760714,0,2,0.0,0
1314,6754280,0,4,0.0,0
1315,5896379,0,18,0.0,0
1316,9239928,0,0,0.0,0
1317,7231206,0,67,0.0,0
1318,8997252,0,0,0.0,0
1319,6327307,1,6,0.166666666667,1
1320,8953853,0,0,0.0,0
1321,7451009,0,12,0.0,0
1322,5966651,1,8,0.125,1
1323,6781969,0,4,0.0,0
1324,8243692,0,0,0.0,0
1325,6389287,0,16,0.0,0
1326,8018385,0,1,0.0,0
1327,8438595,0,1,0.0,0
1328,7310376,0,1,0.0,0
1329,8055222,0,0,0.0,0
1330,6954432,0,2,0.0,0
1331,7158482,1,11,0.0909090909091,1
1332,6310898,6,4,1.5,1
1333,7096025,2,1,2.0,1
1334,7126917,0,2,0.0,0
1335,8712355,0,0,0.0,0
1336,6094565,3,20,0.15,2
1337,8467786,0,0,0.0,0
1338,8671291,0,0,0.0,0
1339,8537665,0,0,0.0,0
1340,6173189,0,1,0.0,0
1341,7672269,0,0,0.0,0
1342,8619889,0,0,0.0,0
1343,7853215,0,3,0.0,0
1344,7532597,0,1,0.0,0
1345,9215659,0,0,0.0,0
1346,8457074,0,0,0.0,0
1347,7831887,0,6,0.0,0
1348,5963087,0,0,0.0,0
1349,5893132,2,61,0.032786885245900003,2
1350,7224674,0,0,0.0,0
1351,8457079,0,1,0.0,0
1352,7375730,1,10,0.1,1
1353,9125196,0,0,0.0,0
1354,8483109,0,1,0.0,0
1355,5974054,0,69,0.0,0
1356,7304572,0,4,0.0,0
1357,7624357,0,12,0.0,0
1358,5949948,3,50,0.06,2
1359,6934751,0,0,0.0,0
1360,7160144,0,0,0.0,0
1361,7769045,0,0,0.0,0
1362,8379622,0,0,0.0,0
1363,8665806,0,0,0.0,0
1364,6640208,0,3,0.0,0
1365,6144186,14,11,1.2727272727299999,1
1366,6859494,2,1,2.0,1
1367,7904277,0,0,0.0,0
1368,9082766,0,0,0.0,0
1369,6441701,0,0,0.0,0
1370,8744519,0,0,0.0,0
1371,6163585,0,2,0.0,0
1372,5898831,0,15,0.0,0
1373,6088217,0,4,0.0,0
1374,6987888,0,30,0.0,0
1375,5728181,0,9,0.0,0
1376,6912507,3,41,0.0731707317073,2
1377,6212550,4,152,0.026315789473700002,3
1378,8553637,0,0,0.0,0
1379,7071419,0,0,0.0,0
1380,6668173,7,37,0.18918918918900002,4
1381,8497884,0,1,0.0,0
1382,9071440,0,0,0.0,0
1383,8132102,0,0,0.0,0
1384,6055229,0,6,0.0,0
1385,6104747,0,4,0.0,0
1386,8145127,1,4,0.25,1
1387,8761815,0,0,0.0,0
1388,7164725,0,6,0.0,0
1389,5810989,0,1,0.0,0
1390,8866641,0,0,0.0,0
1391,5778323,0,2,0.0,0
1392,8462126,0,0,0.0,0
1393,6954649,2,19,0.105263157895,1
1394,8102812,0,0,0.0,0
1395,5926104,1,14,0.07142857142860001,1
1396,8374260,0,1,0.0,0
1397,7825724,0,0,0.0,0
1398,9230555,0,0,0.0,0
1399,7088838,0,6,0.0,0
1400,6466614,0,2,0.0,0
1401,7209750,0,1,0.0,0
1402,7532088,0,0,0.0,0
1403,6996383,0,1,0.0,0
1404,6822973,0,4,0.0,0
1405,6157631,0,14,0.0,0
1406,5710972,0,7,0.0,0
1407,6141535,0,1,0.0,0
1408,9204347,0,0,0.0,0
1409,8666372,0,0,0.0,0
1410,7821955,0,2,0.0,0
1411,7292582,0,1,0.0,0
1412,6078227,0,1,0.0,0
1413,8484692,0,0,0.0,0
1414,7965991,0,1,0.0,0
1415,6832323,0,2,0.0,0
1416,6119010,0,5,0.0,0
1417,8078175,0,1,0.0,0
1418,7881459,0,1,0.0,0
1419,7653352,0,2,0.0,0
1420,7647599,0,1,0.0,0
1421,7649839,0,1,0.0,0
1422,6104726,2,4,0.5,1
1423,7818170,0,0,0.0,0
1424,6862433,6,17,0.35294117647100004,4
1425,6653915,0,0,0.0,0
1426,7265720,0,8,0.0,0
1427,6720864,7,15,0.46666666666699996,1
1428,6259741,2,36,0.0555555555556,2
1429,6689194,0,4,0.0,0
1430,6473631,0,13,0.0,0
1431,8953690,0,0,0.0,0
1432,6048638,0,7,0.0,0
1433,7499973,0,8,0.0,0
1434,6963730,2,1,2.0,1
1435,8837301,0,0,0.0,0
1436,8175154,0,0,0.0,0
1437,6449465,3,71,0.0422535211268,3
1438,8390126,0,0,0.0,0
1439,8813238,0,0,0.0,0
1440,7596116,0,1,0.0,0
1441,7272564,0,42,0.0,0
1442,6836520,0,0,0.0,0
1443,8995683,0,0,0.0,0
1444,8638300,0,0,0.0,0
1445,7184745,10,5,2.0,1
1446,7217369,0,0,0.0,0
1447,6847311,4,35,0.114285714286,1
1448,6889212,2,22,0.0909090909091,1
1449,6801590,0,1,0.0,0
1450,6055333,2,30,0.06666666666669999,1
1451,5959966,0,5,0.0,0
1452,7154942,0,0,0.0,0
1453,6640087,10,55,0.181818181818,4
1454,8958472,0,0,0.0,0
1455,7653398,1,1,1.0,1
1456,7367055,0,0,0.0,0
1457,8396162,0,0,0.0,0
1458,6917977,0,1,0.0,0
1459,7468702,0,3,0.0,0
1460,7035731,0,11,0.0,0
1461,7023320,0,3,0.0,0
1462,7482574,0,1,0.0,0
1463,6556814,4,35,0.114285714286,1
1464,6947760,1,6,0.166666666667,1
1465,7224992,0,0,0.0,0
1466,7493088,0,2,0.0,0
1467,6141453,0,6,0.0,0
1468,8963845,0,0,0.0,0
1469,6289129,1,11,0.0909090909091,1
1470,7865723,0,0,0.0,0
1471,8604980,0,1,0.0,0
1472,8036237,1,6,0.166666666667,1
1473,8868432,0,0,0.0,0
1474,8644280,0,0,0.0,0
1475,6156408,0,1,0.0,0
1476,8433076,0,0,0.0,0
1477,6732072,0,1,0.0,0
1478,7336618,0,4,0.0,0
1479,8964691,0,0,0.0,0
1480,8235293,0,2,0.0,0
1481,8374338,0,0,0.0,0
1482,6192256,3,33,0.0909090909091,2
1483,6931059,2,3,0.666666666667,1
1484,6097252,0,39,0.0,0
1485,6614806,0,1,0.0,0
1486,7406333,0,0,0.0,0
1487,7082290,10,12,0.833333333333,1
1488,6353359,0,20,0.0,0
1489,7626612,0,23,0.0,0
1490,8422411,0,0,0.0,0
1491,7680745,0,2,0.0,0
1492,9037656,0,0,0.0,0
1493,7555044,0,1,0.0,0
1494,7489942,0,0,0.0,0
1495,5812590,0,3,0.0,0
1496,6201955,0,12,0.0,0
1497,5831476,0,1,0.0,0
1498,7376837,0,3,0.0,0
1499,5815407,10,14,0.714285714286,1
1500,6347127,0,4,0.0,0
1501,6112074,1,38,0.026315789473700002,1
1502,7428416,0,0,0.0,0
1503,7477699,2,8,0.25,1
1504,5867230,0,45,0.0,0
1505,6181946,0,0,0.0,0
1506,7738930,0,5,0.0,0
1507,8290544,0,0,0.0,0
1508,7590234,0,1,0.0,0
1509,7221672,0,2,0.0,0
1510,9232465,0,0,0.0,0
1511,7602768,0,0,0.0,0
1512,9197284,0,0,0.0,0
1513,7643817,1,11,0.0909090909091,1
1514,7076661,0,5,0.0,0
1515,5604660,0,2,0.0,0
1516,6228440,0,23,0.0,0
1517,7269561,2,2,1.0,1
1518,6246327,1,27,0.037037037037,1
1519,7933998,0,1,0.0,0
1520,6959050,0,13,0.0,0
1521,6961384,2,0,0.0,2
1522,6223154,2,6,0.33333333333299997,1
1523,6493671,2,52,0.0384615384615,1
1524,5790545,0,14,0.0,0
1525,8542186,0,2,0.0,0
1526,6091716,0,1,0.0,0
1527,6792534,1,16,0.0625,1
1528,7200417,0,1,0.0,0
1529,6947391,0,0,0.0,0
1530,7620017,0,7,0.0,0
1531,5777986,0,1,0.0,0
1532,7088294,0,8,0.0,0
1533,7183844,0,9,0.0,0
1534,9137540,0,0,0.0,0
1535,5929702,2,5,0.4,1
1536,6797427,14,3,4.66666666667,1
1537,5736933,1,2,0.5,1
1538,8428513,0,0,0.0,0
1539,7733919,1,1,1.0,1
1540,6741873,2,14,0.14285714285700002,1
1541,6922170,0,46,0.0,0
1542,8077694,0,4,0.0,0
1543,6384727,2,17,0.117647058824,1
1544,6480821,0,1,0.0,0
1545,5750284,0,2,0.0,0
1546,6421379,0,9,0.0,0
1547,6505058,2,25,0.08,1
1548,6351531,0,7,0.0,0
1549,7405703,0,36,0.0,0
1550,7312729,1,1,1.0,1
1551,8139195,0,1,0.0,0
1552,6226403,1,8,0.125,1
1553,6498358,1,33,0.030303030303,1
1554,7289728,0,3,0.0,0
1555,6883050,0,9,0.0,0
1556,6766147,12,4,3.0,1
1557,7467214,0,4,0.0,0
1558,6570938,0,1,0.0,0
1559,9042289,0,0,0.0,0
1560,6470049,0,2,0.0,0
1561,7493405,0,0,0.0,0
1562,6163701,0,37,0.0,0
1563,7280592,0,0,0.0,0
1564,5917306,0,0,0.0,0
1565,6188767,1,3,0.33333333333299997,1
1566,6487184,0,10,0.0,0
1567,6208668,0,6,0.0,0
1568,7117019,3,9,0.33333333333299997,1
1569,5767738,0,3,0.0,0
1570,6249678,2,2,1.0,1
1571,8321227,0,0,0.0,0
1572,7908396,0,0,0.0,0
1573,7672310,0,12,0.0,0
1574,8872916,0,0,0.0,0
1575,6996197,0,1,0.0,0
1576,8688665,0,0,0.0,0
1577,9113438,0,0,0.0,0
1578,8280425,0,1,0.0,0
1579,6980809,0,3,0.0,0
1580,D616898,0,1,0.0,0
1581,7701839,0,1,0.0,0
1582,6081815,0,7,0.0,0
1583,8904172,0,0,0.0,0
1584,6151397,1,6,0.166666666667,1
1585,6888811,2,70,0.0285714285714,2
1586,6122335,1,5,0.2,1
1587,7206847,1,10,0.1,1
1588,8555361,0,0,0.0,0
1589,8483086,0,1,0.0,0
1590,8744051,0,0,0.0,0
1591,7471775,0,0,0.0,0
1592,5942938,1,5,0.2,1
1593,6631260,0,0,0.0,0
1594,7877600,0,2,0.0,0
1595,7723959,0,1,0.0,0
1596,5867478,28,223,0.125560538117,10
1597,7421088,0,2,0.0,0
1598,6529804,2,34,0.0588235294118,1
1599,8126516,0,0,0.0,0
1600,6134237,22,23,0.9565217391299998,3
1601,8050324,0,1,0.0,0
1602,5991618,0,27,0.0,0
1603,9215752,0,0,0.0,0
1604,7626920,0,2,0.0,0
1605,5930307,0,2,0.0,0
1606,7054282,0,1,0.0,0
1607,6058107,0,11,0.0,0
1608,5880633,0,60,0.0,0
1609,8170000,0,0,0.0,0
1610,7499950,2,5,0.4,1
1611,6700867,3,45,0.06666666666669999,2
1612,6865625,0,3,0.0,0
1613,7070349,0,22,0.0,0
1614,7386128,1,6,0.166666666667,1
1615,5998978,0,4,0.0,0
1616,7941132,0,0,0.0,0
1617,7729028,0,1,0.0,0
1618,8726324,0,0,0.0,0
1619,7522675,1,10,0.1,1
1620,7899488,0,1,0.0,0
1621,7165204,0,2,0.0,0
1622,5806031,0,6,0.0,0
1623,7612726,0,2,0.0,0
1624,5853916,0,7,0.0,0
1625,6768899,0,2,0.0,0
1626,6404807,0,0,0.0,0
1627,6553228,0,2,0.0,0
1628,7065068,1,13,0.0769230769231,1
1629,7006491,0,1,0.0,0
1630,6920219,0,1,0.0,0
1631,8039144,0,0,0.0,0
1632,6127802,0,10,0.0,0
1633,5825762,1,10,0.1,1
1634,8089510,0,1,0.0,0
1635,7912009,1,5,0.2,1
1636,6836514,2,4,0.5,2
