app_number,patent_number,blocked_app,blocking_type,patent_pub_year,blocking_month
"11/621,385",7957360,12532360,103a,2011,22
"11/621,385",7957360,12532360,103a,2011,29
"08/640,197",6067457,12052147,103a,2000,8
"08/640,197",6067457,12052147,103a,2000,3
"10/316,483",7099389,11378567,112,2006,1
"10/316,483",7099389,12070635,103,2006,18
"11/778,746",8009612,12071010,102b,2011,12
"09/493,581",6171138,12076885,102b,2001,20
"09/493,581",6171138,12076885,103a,2001,20
"09/617,194",6829313,11317268,103,2004,3
"09/111,974",5999815,11649167,103a,1999,5
"09/664,509",6658000,13245861,103a,2003,18
"09/664,509",6658000,13245861,103a,2003,18
"09/664,509",6658000,13245861,103a,2003,13
"09/664,509",6658000,12723533,103a,2003,25
"09/546,647",6580754,11682263,103a,2003,9
"09/198,732",6587127,12332914,103a,2003,2
"09/198,732",6587127,10445252,102,2003,11
"09/198,732",6587127,10445252,103a,2003,11
"09/198,732",6587127,10445252,103a,2003,11
"09/198,732",6587127,10445252,103a,2003,11
"09/198,732",6587127,11983059,103a,2003,6
"09/198,732",6587127,11176618,103a,2003,1
"09/198,732",6587127,11176618,103a,2003,1
"09/198,732",6587127,12474341,102,2003,12
"09/198,732",6587127,12403315,103a,2003,9
"09/198,732",6587127,10445252,102,2003,2
"09/198,732",6587127,10445252,103a,2003,2
"09/198,732",6587127,10445252,103a,2003,2
"09/198,732",6587127,10445252,103a,2003,2
"09/198,732",6587127,11176618,103a,2003,7
"09/198,732",6587127,11176618,103a,2003,7
"09/198,732",6587127,11692724,103a,2003,12
"09/198,732",6587127,11692724,103a,2003,12
"09/198,732",6587127,11692724,103a,2003,12
"09/198,732",6587127,10445252,102,2003,7
"09/198,732",6587127,10445252,103a,2003,7
"09/198,732",6587127,10445252,103a,2003,7
"09/198,732",6587127,10445252,103a,2003,7
"09/198,732",6587127,12474341,102b,2003,7
"09/198,732",6587127,11692724,103a,2003,18
"09/198,732",6587127,11692724,103a,2003,18
"09/198,732",6587127,11692724,103a,2003,18
"09/198,732",6587127,12403315,103a,2003,16
"09/198,732",6587127,12403315,103a,2003,16
"09/198,732",6587127,12955235,103a,2003,35
"09/198,732",6587127,11176618,103a,2003,30
"09/198,732",6587127,11176618,103a,2003,30
"09/198,732",6587127,12955235,103a,2003,39
"09/520,930",6434381,13339295,103a,2002,22
"10/212,940",6925123,11987086,102b,2005,8
"10/212,940",6925123,12929242,103a,2005,27
"09/112,271",6292475,12159187,102e,2001,7
"09/150,427",6141341,11468189,103,2000,3
"09/150,427",6141341,11468189,103a,2000,10
"09/150,427",6141341,11468189,103,2000,6
"09/767,050",7020175,12850319,103a,2006,18
"09/767,050",7020175,12850319,103a,2006,26
"09/409,556",6292573,13049984,103a,2001,21
"08/915,467",6728965,12077169,103a,2004,3
"08/915,467",6728965,11791776,103a,2004,12
"08/915,467",6728965,11791776,112,2004,5
"08/915,467",6728965,11692457,103a,2004,15
"09/244,267",6246862,11944351,103a,2001,1
"09/244,267",6246862,11735369,103a,2001,6
"09/244,267",6246862,11735369,103a,2001,6
"09/244,267",6246862,11735369,103,2001,9
"09/244,267",6246862,11944351,103a,2001,10
"09/244,267",6246862,11735369,103a,2001,4
"09/244,267",6246862,11735369,103a,2001,4
"09/244,267",6246862,11723155,103,2001,21
"09/244,267",6246862,11472243,103a,2001,18
"09/244,267",6246862,11723155,103a,2001,16
"09/102,457",6522352,11977687,119,2003,10
"09/102,457",6522352,13022644,103a,2003,4
"09/102,457",6522352,13314385,103a,2003,17
"09/224,416",6081438,12470584,103a,2000,10
"09/224,416",6081438,12492994,103a,2000,11
"09/224,416",6081438,12470192,103a,2000,11
"09/059,113",6285681,11721672,103a,2001,6
"09/059,113",6285681,11784368,103a,2001,14
"09/059,113",6285681,12164862,103a,2001,14
"08/616,801",5751763,11857416,102,1998,9
"08/616,801",5751763,11857416,103a,1998,15
"09/642,925",6441754,11327640,102b,2002,10
"09/642,925",6441754,11327640,103a,2002,10
"09/642,925",6441754,11327640,103a,2002,10
"09/642,925",6441754,11327640,103a,2002,10
"09/642,925",6441754,11327640,103a,2002,8
"09/642,925",6441754,11327640,103a,2002,8
"09/642,925",6441754,11327640,103a,2002,8
"08/921,098",6023230,10578739,103a,2000,1
"08/921,098",6023230,10578739,103a,2000,10
"08/921,098",6023230,10578739,103a,2000,12
"08/578,760",5862480,11479624,103a,1999,7
"08/578,760",5862480,11479624,103a,1999,7
"10/661,755",7046799,12942537,103a,2006,11
"09/664,618",6799201,11419469,103a,2004,9
"09/664,618",6799201,11419469,103a,2004,9
"10/015,871",6662154,12047632,102b,2003,10
"10/015,871",6662154,12047632,102b,2003,3
"10/015,871",6662154,12692245,103a,2003,15
"08/453,217",6571091,12182661,103a,2003,7
"10/337,057",7483543,11680138,102b,2009,7
"10/337,057",7483543,11680138,102b,2009,13
"10/337,057",7483543,11680138,102b,2009,20
"10/337,057",7483543,11680138,102b,2009,16
"08/775,656",5954817,12463888,112,1999,6
"08/775,656",5954817,12651341,103a,1999,10
"08/775,656",5954817,12651341,103a,1999,10
"08/775,656",5954817,12349013,102b,1999,10
"08/775,656",5954817,12054318,103a,1999,9
"08/775,656",5954817,12054318,103a,1999,20
"09/362,589",6198931,11364317,103a,2001,2
"09/362,589",6198931,13150324,103a,2001,27
"11/391,042",7265724,13290695,103a,2007,23
"11/391,042",7265724,13590807,103a,2007,23
"11/391,042",7265724,13290695,103a,2007,27
"11/391,042",7265724,13590807,103a,2007,27
"11/391,042",7265724,13290695,103a,2007,45
"09/928,607",6584825,11644999,103a,2003,6
"09/928,607",6584825,11644999,103a,2003,11
"09/928,607",6584825,11644999,103a,2003,11
"08/773,798",5901346,12561890,102b,1999,10
"09/710,290",6640184,12187816,102b,2003,3
"09/710,290",6640184,12165224,119a,2003,1
"09/710,290",6640184,12587716,103a,2003,12
"08/957,196",5982363,11490421,103a,1999,6
"12/331,177",8255151,13438470,119,2012,22
"12/331,177",8255151,13658463,102a,2012,42
"09/183,459",6127058,11702087,103a,2000,5
"09/183,459",6127058,11649390,103a,2000,3
"09/183,459",6127058,11649390,103a,2000,3
"09/183,459",6127058,11933997,102b,2000,11
"09/183,459",6127058,11933997,103a,2000,11
"09/183,459",6127058,11933997,103a,2000,11
"09/183,459",6127058,11933997,103a,2000,11
"09/183,459",6127058,10539243,103a,2000,2
"09/183,459",6127058,11934021,102b,2000,9
"09/183,459",6127058,12238241,102b,2000,11
"09/183,459",6127058,13293666,102b,2000,29
"09/183,459",6127058,13293666,103a,2000,29
"09/183,459",6127058,12238040,103a,2000,35
"09/183,459",6127058,12238040,103a,2000,35
"09/183,459",6127058,12238040,103a,2000,35
"09/183,459",6127058,12238040,103a,2000,35
"09/183,459",6127058,12238040,103a,2000,35
"09/183,459",6127058,12238040,103a,2000,35
"09/183,459",6127058,13293666,103a,2000,34
"10/285,258",6992658,12819936,102b,2006,19
"10/285,258",6992658,12819936,103a,2006,19
"10/285,258",6992658,12819936,103a,2006,19
"08/654,901",5894320,9179872,103,1999,7
"08/654,901",5894320,11932449,119a,1999,4
"08/654,901",5894320,11932449,103a,1999,4
"08/654,901",5894320,11498686,103a,1999,8
"08/560,219",5862140,11327640,103a,1999,10
"08/560,219",5862140,11386526,103a,1999,10
"08/560,219",5862140,12188371,103a,1999,14
"08/568,094",5732350,12117299,103a,1998,2
"08/568,094",5732350,11781489,103a,1998,2
"08/568,094",5732350,12117299,103a,1998,7
"08/568,094",5732350,12117299,103a,1998,24
"08/926,074",6049537,11943172,103a,2000,8
"08/926,074",6049537,11943172,103a,2000,8
"08/926,074",6049537,11943172,103a,2000,8
"08/926,074",6049537,12405649,102e,2000,16
"09/124,946",6130883,11643682,103a,2000,11
"09/836,006",6925501,10975244,103a,2005,8
"09/836,006",6925501,10975244,103a,2005,3
"09/836,006",6925501,12497226,103a,2005,14
"08/609,754",5777558,12169680,103a,1998,17
"09/235,956",6336091,11619793,103a,2002,8
"09/235,956",6336091,11928665,102b,2002,6
"09/235,956",6336091,12365879,103a,2002,7
"09/235,956",6336091,11916993,103a,2002,8
"09/235,956",6336091,13053005,103,2002,23
"09/235,956",6336091,10532919,103a,2002,35
"08/888,552",6122271,10802147,103a,2000,6
"09/661,739",7062544,12477630,103a,2006,7
"10/170,982",6885638,11121685,103a,2005,5
"09/283,352",6072987,11849602,102b,2000,3
"09/283,352",6072987,11856788,103a,2000,1
"09/268,570",6374100,13022998,103a,2002,25
"09/268,570",6374100,13022998,103a,2002,25
"10/634,610",7170341,12365853,103a,2007,11
"10/634,610",7170341,12365853,102b,2007,8
"10/634,610",7170341,12365853,103a,2007,15
"10/634,610",7170341,12365853,103a,2007,19
"09/921,392",7113771,12898895,103a,2006,37
"11/243,102",7423997,11924419,103,2008,3
"09/553,252",6882856,11399031,103a,2005,8
"09/553,252",6882856,11462201,103a,2005,2
"08/953,948",6058106,11774282,103a,2000,1
"11/390,873",7479928,11944573,103,2009,4
"09/074,750",6178327,12091567,102,2001,7
"09/074,750",6178327,12091567,103a,2001,15
"09/456,921",6418149,11278635,103a,2002,1
"09/456,921",6418149,11278635,103a,2002,6
"09/127,799",6068946,12169393,102b,2000,5
"09/127,799",6068946,12169393,103a,2000,5
"09/127,799",6068946,12169393,103a,2000,5
"09/127,799",6068946,12169393,103a,2000,5
"09/127,799",6068946,12695589,103a,2000,14
"09/127,799",6068946,12695589,103a,2000,14
"09/127,799",6068946,12695589,103a,2000,14
"09/127,799",6068946,12695589,103a,2000,17
"09/127,799",6068946,12695589,103a,2000,17
"09/127,799",6068946,12695589,103a,2000,17
"09/127,799",6068946,12549570,103,2000,14
"09/127,799",6068946,12549570,103a,2000,14
"09/127,799",6068946,12549570,103a,2000,14
"09/127,799",6068946,12549570,103,2000,14
"09/127,799",6068946,12549570,103a,2000,14
"10/695,513",8107885,13084154,102e,2012,28
"10/695,513",8107885,13084154,103a,2012,28
"10/695,513",8107885,13084154,103a,2012,28
"09/598,602",6443340,11073152,103a,2002,3
"09/108,512",6173431,12039645,103a,2001,18
"10/201,244",7162740,12187211,103a,2007,17
"10/201,244",7162740,12187211,103a,2007,17
"10/201,244",7162740,12187211,103a,2007,17
"10/201,244",7162740,12187211,103a,2007,17
"10/201,244",7162740,12187211,103a,2007,17
"10/201,244",7162740,12187211,103a,2007,17
"11/325,048",7516471,12165586,103a,2009,17
"11/969,748",7920494,12337196,103a,2011,6
"12/430,883",8437798,13576430,103a,2013,39
"08/561,296",5956088,11659022,103a,1999,2
"08/561,296",5956088,11659022,103a,1999,2
"08/561,296",5956088,11659022,103a,1999,6
"08/561,296",5956088,11296923,103a,1999,12
"08/561,296",5956088,11296923,103a,1999,12
"08/561,296",5956088,11296923,103a,1999,12
"08/561,296",5956088,11296923,103a,1999,12
"08/561,296",5956088,11296923,103a,1999,12
"08/561,296",5956088,11296923,103a,1999,12
"08/561,296",5956088,11296923,103a,1999,12
"08/561,296",5956088,11296923,103a,1999,12
"08/561,296",5956088,11296923,103a,1999,12
"08/561,296",5956088,11296923,103a,1999,12
"08/561,296",5956088,11296923,103a,1999,12
"08/561,296",5956088,11253685,103a,1999,12
"08/561,296",5956088,12161570,103a,1999,13
"11/117,047",7801527,12597042,102,2010,12
"10/640,110",7050514,12922797,103a,2006,22
"10/640,110",7050514,12922797,103a,2006,22
"09/653,109",6701162,12055898,103a,2004,5
"09/653,109",6701162,10500016,103a,2004,3
"09/653,109",6701162,12047344,103a,2004,2
"09/653,109",6701162,12047344,103a,2004,6
"09/653,109",6701162,12047344,103a,2004,13
"09/653,109",6701162,13560863,103a,2004,22
"10/085,989",6912581,11786162,103a,2005,1
"10/085,989",6912581,11734422,103a,2005,1
"10/085,989",6912581,13249312,103a,2005,12
"09/040,047",6166787,12686197,102,2000,16
"09/643,535",6570362,12742644,103a,2003,27
"09/921,894",6639249,12487704,103a,2003,8
"09/921,894",6639249,12487704,103a,2003,8
"09/921,894",6639249,12487704,103a,2003,3
"09/921,894",6639249,12487704,103a,2003,3
"09/921,894",6639249,12741916,103a,2003,17
"09/921,894",6639249,12741916,103a,2003,24
"09/921,894",6639249,12703335,102,2003,20
"09/777,189",6438114,11666578,103a,2002,8
"09/777,189",6438114,12685665,103a,2002,14
"09/777,189",6438114,11666578,103a,2002,33
"09/777,189",6438114,11666578,103a,2002,26
"09/777,189",6438114,12424448,103a,2002,31
"11/966,463",8007110,12508645,103a,2011,18
"11/966,463",8007110,12508645,103a,2011,28
"11/966,463",8007110,12508645,103a,2011,28
"10/334,472",7489928,12714428,102b,2009,21
"09/709,716",7623447,12805201,103a,2009,5
"09/709,716",7623447,11795607,103a,2009,1
"09/709,716",7623447,11497703,103a,2009,3
"09/709,716",7623447,13231476,102e,2009,18
"09/067,779",6151572,12497442,102b,2000,8
"08/794,312",6331972,12699846,112,2001,8
"11/042,890",7091911,12169684,103a,2006,5
"11/042,890",7091911,12169684,103a,2006,10
"11/042,890",7091911,12169684,103a,2006,18
"08/769,563",5920549,12018983,102b,1999,4
"08/877,142",6011510,12075177,103a,2000,3
"08/877,142",6011510,12075177,103a,2000,9
"08/877,142",6011510,13544908,103a,2000,20
"08/877,142",6011510,13100523,103a,2000,15
"08/877,142",6011510,13544908,103a,2000,27
"09/096,664",6272333,11648428,103a,2001,2
"09/096,664",6272333,11479456,103a,2001,22
"09/096,664",6272333,11479456,103a,2001,17
"09/096,664",6272333,12702728,102b,2001,19
"11/558,207",7839931,12171130,103a,2010,11
"11/558,207",7839931,12951732,119,2010,16
"11/558,207",7839931,12951732,119,2010,16
"11/558,207",7839931,12951732,119a,2010,26
"11/558,207",7839931,12951732,119a,2010,26
"10/806,644",7132745,12502712,103a,2006,15
"10/806,644",7132745,12502712,103a,2006,19
"10/806,644",7132745,12502712,103a,2006,22
"11/027,888",7660353,12951732,119,2010,16
"11/027,888",7660353,12951732,119a,2010,26
"09/022,828",6151497,12492522,103a,2000,13
"11/442,263",7248842,12725185,119,2007,10
"11/442,263",7248842,12725185,102e,2007,10
"11/442,263",7248842,12725185,102e,2007,5
"11/442,263",7248842,12725185,102e,2007,20
"11/442,263",7248842,12725185,102e,2007,24
"10/670,577",7742788,12986339,103a,2010,23
"09/041,898",6009091,12500178,103a,1999,14
"09/041,898",6009091,13411479,119a,1999,24
"09/041,898",6009091,12500178,103a,1999,17
"11/436,242",7471942,12187912,102e,2008,12
"11/436,242",7471942,12187912,103a,2008,12
"11/436,242",7471942,12187912,103a,2008,12
"11/436,242",7471942,12187912,103a,2008,12
"11/436,242",7471942,12187912,103a,2008,12
"11/436,242",7471942,12211897,103,2008,10
"08/627,719",5781530,12727704,103,1998,3
"11/337,753",8145251,13418379,119,2012,17
"11/337,753",8145251,13418379,119,2012,17
"11/337,753",8145251,13418379,119,2012,17
"11/337,753",8145251,13418375,119,2012,17
"11/337,753",8145251,13418375,119,2012,17
"11/337,753",8145251,13418375,119,2012,17
"11/280,990",7499700,13255028,102a,2009,25
"11/280,990",7499700,13255028,103a,2009,25
"11/025,518",7810105,13289736,103a,2010,29
"09/359,169",6671882,11324158,103a,2003,16
"09/359,169",6671882,11324158,103a,2003,25
"09/359,169",6671882,11324158,103a,2003,36
"11/165,316",7456793,13452253,103a,2008,19
"11/165,316",7456793,13452253,103a,2008,23
"08/843,905",5815804,12123730,103a,1998,10
"08/843,905",5815804,11101830,103a,1998,10
"08/843,905",5815804,12123730,103a,1998,2
"08/843,905",5815804,12123595,102b,1998,1
"08/843,905",5815804,12123730,103a,1998,6
"11/003,040",7825901,12705736,103a,2010,14
"11/003,040",7825901,12705736,103a,2010,14
"09/191,929",6483851,12173747,103a,2002,3
"10/751,080",7436811,11898562,103a,2008,3
"10/751,080",7436811,12826661,102e,2008,19
"10/195,258",6978136,11397841,103a,2005,12
"10/195,258",6978136,12019148,103a,2005,10
"09/513,043",7042855,12925070,102e,2006,22
"09/513,043",7042855,12925070,102e,2006,26
"10/141,715",6765536,11950835,102e,2004,1
"10/141,715",6765536,12603354,103,2004,14
"10/141,715",6765536,12603354,103a,2004,21
"10/899,859",7526001,11856930,103a,2009,7
"11/004,359",7143333,11795826,103a,2006,7
"11/004,359",7143333,11795826,103a,2006,4
"09/995,231",6885874,11594577,103a,2005,6
"09/995,231",6885874,11750312,103a,2005,3
"09/995,231",6885874,11841734,103a,2005,12
"09/995,231",6885874,11841734,103a,2005,4
"09/995,231",6885874,11594577,103a,2005,11
"09/995,231",6885874,11750312,103a,2005,12
"09/995,231",6885874,13149321,103a,2005,23
"09/995,231",6885874,11485161,103a,2005,31
"09/995,231",6885874,11834674,103a,2005,33
"09/995,231",6885874,11834674,103a,2005,33
"09/995,231",6885874,11834674,103a,2005,33
"09/995,231",6885874,11834674,103a,2005,33
"09/995,231",6885874,11841734,103a,2005,31
"09/995,231",6885874,13149321,103a,2005,28
"09/995,231",6885874,11841734,103a,2005,40
"08/643,430",5715282,12028168,103a,1998,5
"10/701,095",7149523,12704794,103,2006,11
"11/209,308",7656842,12390535,102e,2010,14
"11/209,308",7656842,12390535,103a,2010,14
"11/209,308",7656842,12895665,102b,2010,27
"09/032,585",5939939,12042362,103a,1999,21
"09/032,585",5939939,12042362,103a,1999,21
"09/032,585",5939939,12042362,103a,1999,18
"09/032,585",5939939,12042362,103a,1999,18
"09/032,585",5939939,13222014,102b,1999,34
"09/032,585",5939939,12042362,103a,1999,27
"09/032,585",5939939,12042362,103a,1999,27
"09/097,337",6512776,12832327,103a,2003,22
"11/142,058",7110766,13015799,102b,2006,22
"09/773,863",7148917,11967363,103a,2006,10
"09/773,863",7148917,12682069,103a,2006,15
"09/531,402",6184651,10353540,103a,2001,4
"09/531,402",6184651,12190528,103c,2001,11
"09/531,402",6184651,12190528,103a,2001,2
"09/531,402",6184651,12464310,103a,2001,10
"10/728,336",7048556,12829481,102,2006,16
"10/728,336",7048556,12821024,103a,2006,15
"09/418,621",6138011,10564903,103a,2000,1
"09/418,621",6138011,10564903,103a,2000,1
"09/418,621",6138011,10564903,103a,2000,1
"09/418,621",6138011,10564903,103a,2000,1
"09/418,621",6138011,10564903,103a,2000,1
"09/418,621",6138011,10564903,103a,2000,1
"09/418,621",6138011,10564903,103a,2000,9
"09/418,621",6138011,10564903,103a,2000,9
"09/418,621",6138011,10564903,103a,2000,9
"09/418,621",6138011,10564903,103a,2000,9
"09/418,621",6138011,10564903,103a,2000,9
"09/418,621",6138011,10564903,103a,2000,9
"09/241,190",6214487,11869065,103a,2001,12
"09/241,190",6214487,11869065,103a,2001,12
"09/241,190",6214487,11869065,103a,2001,6
"09/241,190",6214487,11884070,103a,2001,3
"09/241,190",6214487,12688671,103a,2001,21
"09/241,190",6214487,12688671,102,2001,28
"08/835,044",6131049,13014239,103a,2000,9
"08/835,044",6131049,13014239,103a,2000,3
"08/589,177",5781583,13036677,102e,1998,23
"09/660,612",6792293,11975948,103a,2004,7
"09/660,612",6792293,11723155,103a,2004,7
"09/660,612",6792293,12183205,103a,2004,6
"09/660,612",6792293,11723155,103,2004,21
"09/660,612",6792293,11723155,103a,2004,16
"09/005,998",5982327,13033035,103,1999,7
"09/005,998",5982327,13033035,103,1999,7
"09/005,998",5982327,12130821,103a,1999,2
"09/005,998",5982327,12130821,103a,1999,2
"09/005,998",5982327,11662516,102b,1999,18
"09/005,998",5982327,11662516,102b,1999,25
"09/976,314",6978424,12140001,103a,2005,5
"11/263,203",7388544,11946914,103a,2008,2
"09/370,157",6423434,12028531,102b,2002,4
"09/370,157",6423434,12028531,103a,2002,4
"09/370,157",6423434,12028531,103a,2002,4
"09/370,157",6423434,12028531,103a,2002,9
"09/370,157",6423434,12028531,103a,2002,9
"10/146,587",6671849,12028514,103a,2003,5
"10/146,587",6671849,12397763,103a,2003,16
"10/146,587",6671849,12741685,112,2003,19
"10/146,587",6671849,12741685,103a,2003,19
"08/954,455",5862452,11689771,103a,1999,11
"08/954,455",5862452,11689771,103a,1999,16
"09/086,153",6188904,11675318,103a,2001,10
"10/509,309",7248645,12164770,103a,2007,11
"10/509,309",7248645,12164770,103a,2007,3
"09/069,591",6080690,12742260,103a,2000,20
"10/999,653",7486044,12697708,103a,2009,15
"11/769,405",7577441,12741723,102e,2009,20
"11/769,405",7577441,12741723,103a,2009,20
"11/769,405",7577441,12741723,103a,2009,26
"11/769,405",7577441,12741723,103a,2009,26
"10/660,174",6978165,12364819,103a,2005,6
"08/855,173",5999826,10100452,103,1999,4
"08/855,173",5999826,10944509,103a,1999,3
"08/855,173",5999826,10944509,103a,1999,8
"08/855,173",5999826,10100452,103a,1999,18
"08/855,173",5999826,10100452,103,1999,22
"11/172,313",7231213,12825725,103a,2007,24
"11/172,313",7231213,12825725,103a,2007,21
"10/959,359",7961828,11967907,103a,2011,7
"10/959,359",7961828,11967907,103a,2011,10
"08/954,770",6088337,11414269,103a,2000,11
"08/954,770",6088337,11414269,103a,2000,3
"08/954,770",6088337,13536185,103a,2000,22
"08/954,770",6088337,12820228,103a,2000,26
"08/954,770",6088337,12820228,103a,2000,26
"08/954,770",6088337,12820228,103a,2000,26
"10/744,781",7181170,12293287,103a,2007,10
"10/744,781",7181170,12293287,103a,2007,5
"10/744,781",7181170,12303297,103a,2007,13
"10/744,781",7181170,12303297,103a,2007,13
"10/744,781",7181170,12303297,103a,2007,13
"10/744,781",7181170,12293287,103a,2007,15
"09/012,514",6112100,12501298,103a,2000,13
"11/616,099",7738530,12316529,102e,2010,1
"11/616,099",7738530,12741786,103a,2010,21
"11/616,099",7738530,12741786,103,2010,26
"11/616,099",7738530,12741786,103a,2010,26
"08/738,878",5987518,12036937,103a,1999,3
"08/738,878",5987518,12036937,103a,1999,3
"08/738,878",5987518,12036937,103a,1999,3
"08/738,878",5987518,12036937,103a,1999,7
"08/738,878",5987518,12036937,103a,1999,7
"08/738,878",5987518,12036937,103a,1999,7
"09/012,444",6104512,11998286,103,2000,1
"09/818,428",6732321,13227906,102b,2004,24
"09/120,206",6055413,12901503,103a,2000,15
"09/094,261",6107920,12944099,103a,2000,7
"09/094,261",6107920,12944099,103a,2000,2
"09/094,261",6107920,11315213,103a,2000,3
"09/094,261",6107920,11315213,103a,2000,3
"09/094,261",6107920,12095147,102b,2000,9
"09/094,261",6107920,12095147,102b,2000,9
"09/094,261",6107920,12095147,103a,2000,9
"09/094,261",6107920,12095147,103a,2000,9
"09/094,261",6107920,12095147,103a,2000,9
"09/094,261",6107920,10586738,103a,2000,6
"09/094,261",6107920,10586738,103a,2000,2
"09/094,261",6107920,12095147,103a,2000,14
"09/094,261",6107920,12095147,103a,2000,14
"09/094,261",6107920,12095147,102b,2000,14
"09/094,261",6107920,12949667,103a,2000,13
"09/094,261",6107920,12095147,102b,2000,23
"09/094,261",6107920,12095147,103a,2000,23
"09/094,261",6107920,12095147,103a,2000,23
"09/094,261",6107920,12095147,103a,2000,23
"09/094,261",6107920,12095147,103a,2000,23
"10/835,868",7272382,11818767,102e,2007,2
"10/835,868",7272382,11629652,103a,2007,2
"10/835,868",7272382,11629652,103a,2007,7
"09/602,303",6678740,11299241,102,2004,18
"09/602,303",6678740,13436332,103a,2004,26
"08/788,971",6049821,11347448,102,2000,4
"08/788,971",6049821,11554115,103a,2000,3
"08/788,971",6049821,11119209,103a,2000,3
"08/788,971",6049821,11347448,102,2000,11
"08/788,971",6049821,12194479,102e,2000,10
"10/387,727",6927728,12096778,103a,2005,4
"08/887,063",5861777,12360727,112,1999,2
"10/886,476",7272190,13008523,103a,2007,8
"10/886,476",7272190,13008523,103a,2007,12
"10/886,476",7272190,11155204,103a,2007,7
"10/886,476",7272190,11155204,103,2007,7
"10/886,476",7272190,11155204,103a,2007,7
"10/886,476",7272190,11155204,103a,2007,7
"10/886,476",7272190,11155204,103a,2007,7
"10/886,476",7272190,11155204,103a,2007,7
"10/886,476",7272190,13008523,103a,2007,20
"09/330,739",6377810,11472613,103a,2002,6
"09/330,739",6377810,11683343,119,2002,9
"09/330,739",6377810,11683343,103a,2002,9
"09/330,739",6377810,11683343,103a,2002,9
"09/330,739",6377810,12558937,103a,2002,6
"09/330,739",6377810,11683343,119,2002,18
"09/330,739",6377810,11683343,103a,2002,18
"09/330,739",6377810,13339295,103a,2002,22
"09/378,586",7084737,11869119,103a,2006,19
"10/337,519",7133672,13243700,119,2006,13
"09/001,296",5988577,13047941,103a,1999,20
"12/026,094",8155683,13423406,119,2012,18
"12/026,094",8155683,14166037,112b,2012,43
"09/262,933",6218973,11959740,103,2001,10
"09/262,933",6218973,13045657,103a,2001,20
"09/262,933",6218973,13045657,103a,2001,20
"10/211,614",7007064,11589354,103a,2006,12
"10/211,614",7007064,11589354,103a,2006,10
"08/902,802",5905407,13143417,103a,1999,27
"10/348,271",7287097,11235769,103a,2007,3
"10/348,271",7287097,11235768,103a,2007,3
"10/348,271",7287097,12142023,103a,2007,6
"10/348,271",7287097,11235769,103a,2007,8
"10/348,271",7287097,11235768,103a,2007,8
"11/552,716",8054894,12735166,103a,2011,20
"11/552,716",8054894,12161341,103a,2011,13
"11/552,716",8054894,12735166,103a,2011,27
"11/455,379",7738639,12375563,103a,2010,10
"11/455,379",7738639,12801318,103a,2010,16
"09/576,516",7660986,11316957,103a,2010,11
"09/576,516",7660986,12184062,103a,2010,13
"08/711,236",5745116,12813151,103a,1998,12
"08/711,236",5745116,12042067,103a,1998,1
"08/711,236",5745116,12123196,103a,1998,4
"08/711,236",5745116,12653265,102b,1998,10
"08/711,236",5745116,12796476,103a,1998,14
"08/711,236",5745116,12796476,103a,1998,21
"08/711,236",5745116,12796476,103a,1998,29
"11/114,993",7283806,12162730,103a,2007,11
"09/276,978",6463534,11659946,103,2002,7
"09/276,978",6463534,11791199,103a,2002,2
"09/276,978",6463534,11734704,103a,2002,4
"09/276,978",6463534,10686954,103a,2002,9
"09/276,978",6463534,10534067,103,2002,11
"09/276,978",6463534,10534067,103,2002,15
"10/843,077",7343171,11620776,102e,2008,10
"09/806,390",6731684,11881659,103a,2004,9
"09/806,390",6731684,10840510,103,2004,3
"09/806,390",6731684,10840510,103,2004,9
"11/217,753",7443316,12687941,103a,2008,12
"11/217,753",7443316,12729130,103a,2008,19
"11/217,753",7443316,12727217,102,2008,17
"09/755,339",7239650,10486243,103a,2007,5
"09/755,339",7239650,13442150,102e,2007,21
"08/701,293",6092041,12055223,102b,2000,9
"09/260,097",6268077,11755608,103a,2001,2
"09/260,097",6268077,11668196,103a,2001,2
"09/260,097",6268077,11668196,103a,2001,5
"09/302,096",6298135,11647002,103a,2001,8
"09/302,096",6298135,11647002,103a,2001,2
"09/302,096",6298135,11852644,102,2001,3
"09/302,096",6298135,11852644,103a,2001,3
"11/024,389",7428229,13122854,103a,2008,27
"08/400,303",5974325,11558201,102e,1999,1
"08/400,303",5974325,11558189,103a,1999,5
"08/400,303",5974325,11558189,103a,1999,5
"08/400,303",5974325,11558189,103a,1999,5
"08/400,303",5974325,11558189,103a,1999,5
"09/226,680",6043707,13234285,102b,2000,26
"09/226,680",6043707,13582237,103a,2000,36
"08/988,154",6134446,12745914,103a,2000,22
"08/988,154",6134446,12745914,103a,2000,22
"08/988,154",6134446,12745914,103a,2000,22
"09/329,691",6615267,10354403,112,2003,11
"09/329,691",6615267,12855043,103a,2003,15
"09/329,691",6615267,13025839,103u,2003,24
"09/329,691",6615267,13025839,103a,2003,24
"09/329,691",6615267,12855043,103a,2003,19
"11/276,982",8031583,13123988,103a,2011,25
"10/623,287",6845235,12244196,103a,2005,19
"11/459,574",7581181,11470583,103a,2009,10
"11/459,574",7581181,11470583,103a,2009,10
"11/459,574",7581181,11470583,103a,2009,15
"11/459,574",7581181,11470583,103a,2009,15
"10/345,870",7529263,12498248,102b,2009,11
"09/459,584",6556817,12420976,103a,2003,16
"08/706,064",5940447,12338976,103a,1999,2
"08/706,064",5940447,12338976,103a,1999,5
